iter	RMSE
1683	201208.7406
1684	201185.9497
1685	201178.6084
1686	201142.1526
1687	201119.336
1688	201101.9584
1689	201084.0965
1690	201071.5148
1691	201044.0704
1692	201036.9041
1693	201008.821
1694	200989.217
1695	200955.0265
1696	200943.8173
1697	200908.7045
1698	200907.3866
1699	200889.9851
1700	200877.1973
1701	200854.7694
1702	200823.0601
1703	200805.7746
1704	200749.0851
1705	200708.5241
1706	200700.4046
1707	200687.8242
1708	200673.8265
1709	200638.9145
1710	200614.9576
1711	200588.2611
1712	200567.6381
1713	200541.0998
1714	200473.9672
1715	200467.4858
1716	200427.2037
1717	200422.6545
1718	200392.8411
1719	200391.4223
1720	200368.9839
1721	200338.2316
1722	200310.3562
1723	200283.877
1724	200261.4353
1725	200227.4329
1726	200208.8985
1727	200182.028
1728	200176.0296
1729	200157.8429
1730	200132.4763
1731	200075.4814
1732	200067.6254
1733	200014.1769
1734	200005.6799
1735	199953.608
1736	199927.8563
1737	199900.5713
1738	199882.6813
1739	199857.2948
1740	199825.8395
1741	199819.1471
1742	199804.5095
1743	199798.0309
1744	199779.0659
1745	199754.4337
1746	199728.0831
1747	199702.4722
1748	199696.2994
1749	199677.2874
1750	199675.6554
1751	199667.8477
1752	199630.182
1753	199609.2114
1754	199594.3507
1755	199591.8703
1756	199535.6832
1757	199516.6841
1758	199495.1354
1759	199469.4541
1760	199462.6399
1761	199454.5585
1762	199440.2415
1763	199438.6281
1764	199425.2978
1765	199395.85
1766	199386.2669
1767	199359.848
1768	199356.0736
1769	199343.4726
1770	199312.9941
1771	199307.1496
1772	199244.2459
1773	199242.6829
1774	199236.5016
1775	199206.4377
1776	199158.6949
1777	199141.3086
1778	199121.1361
1779	199090.6253
1780	199044.7272
1781	199032.9709
1782	199018.7216
1783	198974.6134
1784	198946.4956
1785	198933.3905
1786	198897.9336
1787	198883.1006
1788	198867.3392
1789	198808.957
1790	198807.2992
1791	198805.8418
1792	198788.4718
1793	198786.8614
1794	198785.3331
1795	198784.0027
1796	198782.5954
1797	198776.0081
1798	198756.0532
1799	198753.066
1800	198733.9047
1801	198700.9799
1802	198689.7032
1803	198688.1313
1804	198681.2356
1805	198657.7652
1806	198627.1763
1807	198616.7323
1808	198615.338
1809	198585.4988
1810	198575.5582
1811	198553.6224
1812	198534.5507
1813	198525.0717
1814	198483.9283
1815	198470.4279
1816	198466.2429
1817	198433.7682
1818	198414.5948
1819	198410.8585
1820	198401.3168
1821	198399.1101
1822	198392.2515
1823	198380.188
1824	198361.3515
1825	198357.1908
1826	198308.8219
1827	198243.5592
1828	198221.1624
1829	198219.2769
1830	198216.3451
1831	198197.8041
1832	198186.3698
1833	198165.3679
1834	198158.2144
1835	198114.9493
1836	198111.8757
1837	198105.5456
1838	198063.6795
1839	198020.1133
1840	197987.5252
1841	197986.195
1842	197967.8194
1843	197961.3931
1844	197955.3212
1845	197893.241
1846	197884.0359
1847	197854.5174
1848	197812.3714
1849	197811.0173
1850	197804.3742
1851	197762.3349
1852	197745.0209
1853	197743.6919
1854	197736.5682
1855	197735.2355
1856	197694.911
1857	197645.6823
1858	197631.8611
1859	197613.7293
1860	197587.6928
1861	197559.2017
1862	197550.0672
1863	197515.3612
1864	197466.161
1865	197452.7381
1866	197417.5841
1867	197380.815
1868	197363.3602
1869	197342.9184
1870	197302.9435
1871	197292.0095
1872	197290.7681
1873	197242.8671
1874	197226.5799
1875	197220.0935
1876	197188.2149
1877	197180.6708
1878	197171.068
1879	197157.9587
1880	197137.0024
1881	197121.9378
1882	197120.5019
1883	197104.5264
1884	197098.4928
1885	197091.0775
1886	197084.4373
1887	197020.6566
1888	196980.9793
1889	196962.168
1890	196928.7741
1891	196894.0288
1892	196881.8062
1893	196836.2337
1894	196825.7478
1895	196776.7743
1896	196775.3495
1897	196741.3109
1898	196693.768
1899	196668.3523
1900	196663.1914
1901	196647.8053
1902	196632.6257
1903	196621.3935
1904	196564.6675
1905	196549.3207
1906	196543.2399
1907	196526.9445
1908	196489.8731
1909	196467.065
1910	196433.8207
1911	196409.5906
1912	196408.2311
1913	196395.0032
1914	196364.5418
1915	196340.8757
1916	196327.0628
1917	196297.5145
1918	196292.7301
1919	196272.0939
1920	196244.7212
1921	196224.1443
1922	196209.6527
1923	196172.4455
1924	196170.7206
1925	196148.1426
1926	196142.1038
1927	196110.2027
1928	196090.8378
1929	196057.4757
1930	196024.5854
1931	196006.8487
1932	196002.2745
1933	195969.4915
1934	195961.2707
1935	195946.7061
1936	195913.5448
1937	195877.4253
1938	195876.0677
1939	195859.4071
1940	195838.9966
1941	195836.9174
1942	195827.5527
1943	195793.1509
1944	195757.5374
1945	195747.1146
1946	195745.9727
1947	195726.5977
1948	195718.0812
1949	195700.2767
1950	195677.5026
1951	195656.5891
1952	195651.8013
1953	195625.12
1954	195616.4846
1955	195602.1237
1956	195572.2681
1957	195551.0405
1958	195549.6921
1959	195538.4337
1960	195517.9886
1961	195482.5817
1962	195468.1628
1963	195435.0767
1964	195417.6744
1965	195396.2899
1966	195369.6317
1967	195336.9891
1968	195313.3362
1969	195281.7968
1970	195263.5806
1971	195241.8931
1972	195214.4723
1973	195207.5176
1974	195206.1853
1975	195187.1622
1976	195149.7314
1977	195145.9887
1978	195131.3331
1979	195111.6393
1980	195088.3409
1981	195035.9788
1982	195005.9354
1983	194988.8927
1984	194973.2338
1985	194969.6341
1986	194958.1293
1987	194927.7305
1988	194926.1255
1989	194919.523
1990	194902.9289
1991	194896.3222
1992	194857.0335
1993	194841.7577
1994	194809.4255
1995	194775.5915
1996	194748.3158
1997	194719.2465
1998	194701.8974
1999	194690.4186
2000	194673.8072
2001	194654.103
2002	194631.8588
2003	194630.5509
2004	194619.1312
2005	194595.3549
2006	194581.956
2007	194555.0678
2008	194526.398
2009	194510.2483
2010	194508.385
2011	194470.285
2012	194452.0453
2013	194438.4974
2014	194424.4325
2015	194423.279
2016	194405.476
2017	194381.3201
2018	194363.4052
2019	194346.5385
2020	194325.6944
2021	194311.9259
2022	194277.0041
2023	194275.736
2024	194270.9801
2025	194242.2342
2026	194221.1835
2027	194199.9798
2028	194191.5372
2029	194166.7658
2030	194158.5112
2031	194131.3321
2032	194130.1422
2033	194129.0275
2034	194093.857
2035	194075.0517
2036	194044.29
2037	194021.0579
2038	194016.405
2039	193999.5227
2040	193984.0592
2041	193982.9153
2042	193969.8882
2043	193947.6248
2044	193929.261
2045	193895.1563
2046	193880.4213
2047	193862.697
2048	193853.3561
2049	193844.0631
2050	193813.6701
2051	193783.8418
2052	193765.6952
2053	193730.7776
2054	193721.9967
2055	193675.5891
2056	193674.3774
2057	193641.9248
2058	193616.7932
2059	193600.0201
2060	193585.9448
2061	193566.9632
2062	193492.4843
2063	193459.6728
2064	193442.0648
2065	193440.4915
2066	193425.3001
2067	193415.9424
2068	193376.1373
2069	193353.2119
2070	193323.23
2071	193321.924
2072	193274.3648
2073	193273.2596
2074	193249.906
2075	193228.4703
2076	193211.3431
2077	193197.0523
2078	193179.7947
2079	193177.1365
2080	193160.269
2081	193141.9754
2082	193118.668
2083	193109.4567
2084	193069.4079
2085	193038.3117
2086	193029.1393
2087	193016.3486
2088	193010.3103
2089	192982.9143
2090	192953.307
2091	192936.2445
2092	192914.9716
2093	192875.3448
2094	192848.0193
2095	192840.2191
2096	192818.1852
2097	192817.0935
2098	192800.6578
2099	192776.0529
2100	192774.8912
2101	192761.1315
2102	192750.8397
2103	192736.4354
2104	192732.2964
2105	192700.282
2106	192687.5509
2107	192656.5301
2108	192624.9995
2109	192618.5527
2110	192595.8304
2111	192588.1328
2112	192571.1586
2113	192565.101
2114	192553.293
2115	192548.8691
2116	192540.6345
2117	192503.4754
2118	192493.4914
2119	192465.4814
2120	192454.0255
2121	192445.0322
2122	192400.8764
2123	192367.9535
2124	192362.6734
2125	192296.3157
2126	192285.4994
2127	192245.9057
2128	192225.1684
2129	192203.6991
2130	192174.2226
2131	192137.2685
2132	192123.0834
2133	192101.1208
2134	192085.3799
2135	192066.5633
2136	192043.3412
2137	192000.673
2138	191983.323
2139	191977.1174
2140	191973.7067
2141	191953.2481
2142	191952.0655
2143	191921.6145
2144	191906.2308
2145	191888.949
2146	191882.0219
2147	191860.7062
2148	191858.9042
2149	191832.1453
2150	191804.1491
2151	191802.9839
2152	191776.1938
2153	191757.2412
2154	191736.8985
2155	191720.3341
2156	191705.6908
2157	191698.6952
2158	191667.9339
2159	191630.8109
2160	191569.8987
2161	191537.9192
2162	191525.8754
2163	191524.7694
2164	191508.4946
2165	191498.1825
2166	191497.1536
2167	191493.4765
2168	191492.4336
2169	191482.3055
2170	191432.58
2171	191404.328
2172	191382.5963
2173	191341.2509
2174	191322.6801
2175	191307.431
2176	191285.8508
2177	191255.8554
2178	191254.0671
2179	191241.5919
2180	191235.1442
2181	191206.0322
2182	191177.2681
2183	191140.8109
2184	191137.2106
2185	191135.9792
2186	191109.8614
2187	191108.7556
2188	191073.7277
2189	191046.5929
2190	191045.4237
2191	191012.1022
2192	190996.5052
2193	190978.3919
2194	190960.9991
2195	190917.8354
2196	190896.6038
2197	190885.012
2198	190836.1358
2199	190822.705
2200	190813.6444
2201	190798.7739
2202	190786.2601
2203	190748.8159
2204	190716.1417
2205	190697.9259
2206	190647.2639
2207	190632.1394
2208	190623.3642
2209	190613.9712
2210	190609.62
2211	190564.8074
2212	190560.8966
2213	190553.84
2214	190548.8643
2215	190547.8381
2216	190539.9082
2217	190518.158
2218	190512.1121
2219	190492.7943
2220	190487.4952
2221	190473.8704
2222	190466.8273
2223	190465.8187
2224	190441.664
2225	190440.5891
2226	190432.1902
2227	190427.6372
2228	190389.8137
2229	190376.7587
2230	190359.1964
2231	190346.3767
2232	190322.6171
2233	190305.9294
2234	190281.9015
2235	190251.4486
2236	190231.3875
2237	190205.1549
2238	190171.1312
2239	190138.3747
2240	190111.5444
2241	190081.9964
2242	190070.453
2243	190064.5982
2244	190045.2033
2245	190043.8429
2246	190026.6435
2247	190019.8742
2248	189988.1949
2249	189948.9694
2250	189927.9684
2251	189913.8108
2252	189899.4386
2253	189870.4104
2254	189847.6701
2255	189823.5075
2256	189798.2834
2257	189789.4165
2258	189779.5149
2259	189765.9812
2260	189753.0844
2261	189705.8103
2262	189698.0646
2263	189683.4456
2264	189668.1817
2265	189631.2732
2266	189627.9619
2267	189624.6932
2268	189616.8216
2269	189612.0445
2270	189571.4292
2271	189541.6836
2272	189514.8157
2273	189486.846
2274	189485.8434
2275	189473.6879
2276	189472.7027
2277	189455.5023
2278	189454.5491
2279	189423.1512
2280	189378.3212
2281	189375.1392
2282	189362.5855
2283	189298.6756
2284	189297.6832
2285	189289.466
2286	189276.7882
2287	189255.6794
2288	189231.5719
2289	189204.4255
2290	189171.1612
2291	189136.4892
2292	189130.3785
2293	189101.3765
2294	189074.809
2295	189055.6898
2296	189044.4371
2297	189014.7515
2298	188995.7454
2299	188984.3076
2300	188983.1818
2301	188964.9051
2302	188947.6178
2303	188943.8405
2304	188910.5703
2305	188874.6666
2306	188873.6194
2307	188858.7913
2308	188837.1852
2309	188836.1421
2310	188820.463
2311	188810.5286
2312	188809.6307
2313	188808.7145
2314	188792.7848
2315	188784.3124
2316	188783.2479
2317	188781.8482
2318	188747.2204
2319	188693.6418
2320	188685.9143
2321	188666.5743
2322	188665.7099
2323	188651.3257
2324	188626.2856
2325	188609.9436
2326	188566.7361
2327	188547.1452
2328	188515.2769
2329	188489.197
2330	188469.8425
2331	188444.855
2332	188431.7903
2333	188420.4562
2334	188415.4315
2335	188403.4272
2336	188386.1135
2337	188380.2542
2338	188344.439
2339	188309.75
2340	188294.372
2341	188282.0758
2342	188270.1339
2343	188260.5716
2344	188235.2771
2345	188205.2582
2346	188191.7679
2347	188183.2785
2348	188163.8797
2349	188154.2787
2350	188153.3277
2351	188149.7271
2352	188140.1404
2353	188114.119
2354	188098.4119
2355	188067.3057
2356	188065.7907
2357	188058.1639
2358	188048.4781
2359	188034.366
2360	188024.406
2361	187995.7617
2362	187992.8799
2363	187978.2467
2364	187956.5687
2365	187930.0246
2366	187911.5738
2367	187870.6252
2368	187860.3782
2369	187833.4645
2370	187810.0282
2371	187788.9893
2372	187787.793
2373	187765.9081
2374	187745.4066
2375	187744.4671
2376	187719.3049
2377	187691.7977
2378	187683.9671
2379	187670.7234
2380	187657.5925
2381	187622.4978
2382	187608.0914
2383	187602.7096
2384	187593.8516
2385	187587.8369
2386	187561.0796
2387	187560.1436
2388	187519.7169
2389	187507.8902
2390	187492.6679
2391	187477.3368
2392	187424.3397
2393	187421.1076
2394	187400.845
2395	187389.4163
2396	187373.5811
2397	187334.5258
2398	187311.631
2399	187301.2445
2400	187263.2914
2401	187248.7662
2402	187237.0653
2403	187206.431
2404	187200.538
2405	187187.8045
2406	187167.9334
2407	187163.2091
2408	187150.628
2409	187131.8221
2410	187119.367
2411	187100.1657
2412	187083.3501
2413	187076.1548
2414	187053.6975
2415	187045.3741
2416	187036.7337
2417	187032.0701
2418	187031.1612
2419	187013.1069
2420	187004.995
2421	186988.4972
2422	186973.5201
2423	186933.1785
2424	186899.9278
2425	186878.7458
2426	186866.7061
2427	186815.1619
2428	186800.2514
2429	186793.7739
2430	186749.8203
2431	186747.2225
2432	186716.7085
2433	186691.3676
2434	186688.2751
2435	186672.9653
2436	186666.4614
2437	186658.0908
2438	186652.1372
2439	186642.57
2440	186612.2754
2441	186584.8588
2442	186561.7534
2443	186547.9978
2444	186544.4189
2445	186523.3985
2446	186522.4492
2447	186495.8758
2448	186443.6408
2449	186442.6276
2450	186441.6331
2451	186434.3513
2452	186433.3777
2453	186432.5219
2454	186408.3777
2455	186407.4759
2456	186406.5298
2457	186359.077
2458	186358.1668
2459	186336.4847
2460	186326.0388
2461	186313.8039
2462	186291.7722
2463	186262.9448
2464	186250.554
2465	186248.7284
2466	186231.5926
2467	186204.2021
2468	186193.8564
2469	186189.607
2470	186184.7733
2471	186177.9213
2472	186165.2268
2473	186124.0485
2474	186096.1552
2475	186095.2412
2476	186078.6847
2477	186059.6858
2478	186045.887
2479	186028.1272
2480	186022.7149
2481	185983.7802
2482	185982.486
2483	185978.9395
2484	185950.1289
2485	185927.2549
2486	185916.6797
2487	185911.1374
2488	185894.5543
2489	185887.458
2490	185870.5732
2491	185851.3761
2492	185847.4002
2493	185833.6751
2494	185827.6685
2495	185817.4844
2496	185806.7167
2497	185799.9851
2498	185768.5635
2499	185763.7669
2500	185752.4314
2501	185735.1722
2502	185716.44
2503	185712.8767
2504	185699.2336
2505	185668.2363
2506	185624.3786
2507	185610.9442
2508	185610.1185
2509	185609.313
2510	185597.7566
2511	185596.9955
2512	185559.3142
2513	185540.6786
2514	185528.1545
2515	185503.0897
2516	185502.1472
2517	185497.2084
2518	185485.9895
2519	185460.2363
2520	185447.1709
2521	185436.5702
2522	185431.5571
2523	185399.0989
2524	185393.0823
2525	185380.9981
2526	185359.7952
2527	185321.8428
2528	185297.9638
2529	185283.9562
2530	185265.7649
2531	185234.8679
2532	185195.0317
2533	185177.6925
2534	185165.504
2535	185158.2821
2536	185140.6151
2537	185106.0477
2538	185080.8128
2539	185066.6374
2540	185039.6239
2541	185026.8533
2542	185018.105
2543	184988.9935
2544	184987.6295
2545	184985.6798
2546	184962.4912
2547	184954.2854
2548	184953.4066
2549	184889.4299
2550	184865.4311
2551	184862.8106
2552	184848.9352
2553	184835.3495
2554	184830.183
2555	184818.2035
2556	184814.5516
2557	184785.7923
2558	184782.0874
2559	184767.2826
2560	184733.3864
2561	184729.301
2562	184714.2234
2563	184678.1497
2564	184660.6133
2565	184641.2568
2566	184621.0647
2567	184616.9732
2568	184582.4181
2569	184561.3588
2570	184547.3521
2571	184535.7259
2572	184495.3286
2573	184485.306
2574	184447.5585
2575	184427.418
2576	184400.8433
2577	184384.6396
2578	184365.8399
2579	184329.4303
2580	184315.2812
2581	184297.7192
2582	184293.5063
2583	184292.7427
2584	184272.7071
2585	184252.1338
2586	184235.6469
2587	184229.9701
2588	184229.1173
2589	184188.3921
2590	184165.5782
2591	184148.148
2592	184140.6297
2593	184127.5194
2594	184120.7957
2595	184103.733
2596	184078.3315
2597	184059.4742
2598	184051.1022
2599	184038.8338
2600	184034.4173
2601	184024.6588
2602	184016.3531
2603	184005.0241
2604	183988.5317
2605	183968.3468
2606	183964.1682
2607	183949.055
2608	183942.4642
2609	183937.6705
2610	183921.3997
2611	183910.9383
2612	183891.5218
2613	183881.2383
2614	183865.4145
2615	183861.3352
2616	183844.0059
2617	183838.1094
2618	183837.3737
2619	183820.4084
2620	183802.8857
2621	183767.1054
2622	183735.2627
2623	183730.1138
2624	183711.5642
2625	183681.9567
2626	183664.8352
2627	183623.1413
2628	183609.2174
2629	183604.344
2630	183594.4822
2631	183591.6956
2632	183556.8351
2633	183540.4742
2634	183521.2147
2635	183497.3624
2636	183479.3478
2637	183461.7291
2638	183460.8837
2639	183454.4414
2640	183446.1464
2641	183416.1616
2642	183395.0064
2643	183374.9764
2644	183356.8594
2645	183334.2601
2646	183325.8328
2647	183320.8824
2648	183314.65
2649	183307.8381
2650	183305.1638
2651	183288.8586
2652	183281.936
2653	183277.8197
2654	183265.6752
2655	183257.4789
2656	183242.1315
2657	183226.8934
2658	183215.1215
2659	183204.8533
2660	183198.7634
2661	183186.9397
2662	183177.6331
2663	183165.834
2664	183141.1046
2665	183121.8487
2666	183112.211
2667	183095.3308
2668	183073.6618
2669	183072.8064
2670	183071.7937
2671	183070.6827
2672	183062.0156
2673	183036.5791
2674	183030.9056
2675	183018.9204
2676	182999.2594
2677	182997.125
2678	182978.027
2679	182970.3597
2680	182953.6723
2681	182952.1224
2682	182941.0682
2683	182940.3428
2684	182930.2338
2685	182905.021
2686	182895.3682
2687	182879.0989
2688	182869.4214
2689	182860.8839
2690	182842.1525
2691	182812.5352
2692	182801.9133
2693	182795.117
2694	182774.0637
2695	182750.0351
2696	182736.2657
2697	182714.1395
2698	182707.0602
2699	182697.2854
2700	182695.8891
2701	182695.1751
2702	182671.2076
2703	182670.6003
2704	182659.2425
2705	182619.3072
2706	182573.891
2707	182555.573
2708	182532.443
2709	182506.8426
2710	182506.0173
2711	182494.0441
2712	182483.1149
2713	182474.817
2714	182458.5512
2715	182456.2045
2716	182452.429
2717	182447.264
2718	182428.6233
2719	182403.0847
2720	182391.4858
2721	182384.1787
2722	182383.5185
2723	182362.0879
2724	182332.6584
2725	182318.2881
2726	182311.5072
2727	182284.8927
2728	182282.5683
2729	182256.5668
2730	182247.6622
2731	182224.0955
2732	182213.4984
2733	182202.4851
2734	182193.493
2735	182179.1963
2736	182178.3982
2737	182164.6839
2738	182161.4662
2739	182135.7209
2740	182104.627
2741	182085.7552
2742	182063.6193
2743	182055.1194
2744	182047.7114
2745	182024.0711
2746	182011.5982
2747	182003.3806
2748	181991.445
2749	181988.2111
2750	181981.5575
2751	181981.0435
2752	181953.3433
2753	181942.0562
2754	181940.2521
2755	181904.1033
2756	181875.472
2757	181870.3268
2758	181851.8105
2759	181843.5448
2760	181827.2312
2761	181820.9368
2762	181797.3392
2763	181790.6027
2764	181778.7155
2765	181760.952
2766	181745.1721
2767	181700.7314
2768	181697.6852
2769	181685.582
2770	181660.0003
2771	181658.9771
2772	181640.2098
2773	181637.3249
2774	181636.6358
2775	181620.7636
2776	181599.2301
2777	181590.0096
2778	181578.1703
2779	181568.959
2780	181542.6346
2781	181533.6811
2782	181513.5367
2783	181474.7005
2784	181461.1054
2785	181438.8469
2786	181435.0592
2787	181423.3551
2788	181397.8901
2789	181379.8367
2790	181364.0586
2791	181346.3266
2792	181335.0877
2793	181317.4186
2794	181313.3587
2795	181306.0091
2796	181305.2015
2797	181293.0103
2798	181259.4387
2799	181234.8796
2800	181205.407
2801	181189.9401
2802	181141.7052
2803	181131.6086
2804	181123.4431
2805	181084.4754
2806	181057.7065
2807	181042.1134
2808	181038.4899
2809	181016.7177
2810	181012.7735
2811	181005.0971
2812	180996.6152
2813	180960.6656
2814	180950.1
2815	180931.2019
2816	180924.3949
2817	180923.6466
2818	180922.8775
2819	180915.7917
2820	180911.5357
2821	180876.7238
2822	180867.0162
2823	180846.9996
2824	180841.2169
2825	180827.1691
2826	180811.3939
2827	180807.154
2828	180802.7071
2829	180779.6871
2830	180773.9469
2831	180756.419
2832	180745.9104
2833	180737.1496
2834	180717.2667
2835	180707.3373
2836	180683.4658
2837	180657.9949
2838	180631.9885
2839	180614.8023
2840	180613.9929
2841	180607.5219
2842	180606.7201
2843	180596.7012
2844	180595.9996
2845	180589.6054
2846	180572.2482
2847	180571.5121
2848	180570.5635
2849	180559.8656
2850	180545.6526
2851	180544.9067
2852	180544.2547
2853	180536.2666
2854	180532.6199
2855	180515.1135
2856	180478.4026
2857	180447.1997
2858	180443.0322
2859	180437.377
2860	180384.8556
2861	180378.8537
2862	180367.7382
2863	180355.7654
2864	180336.8467
2865	180322.2394
2866	180314.2774
2867	180309.1512
2868	180270.3425
2869	180239.3676
2870	180211.722
2871	180177.5787
2872	180158.1608
2873	180117.5789
2874	180104.9159
2875	180104.1887
2876	180081.6246
2877	180076.9608
2878	180042.7606
2879	180038.8607
2880	180038.0985
2881	180030.8412
2882	179965.1934
2883	179953.9858
2884	179947.7288
2885	179933.0371
2886	179924.4924
2887	179914.151
2888	179905.1309
2889	179901.9564
2890	179871.478
2891	179865.424
2892	179846.9357
2893	179827.2917
2894	179811.8231
2895	179775.3857
2896	179741.3062
2897	179726.8314
2898	179722.8621
2899	179694.4682
2900	179691.9974
2901	179678.9981
2902	179642.9596
2903	179627.07
2904	179604.4803
2905	179593.0083
2906	179569.0145
2907	179565.335
2908	179546.8296
2909	179541.8076
2910	179529.0052
2911	179512.9418
2912	179510.126
2913	179501.0288
2914	179481.9185
2915	179477.6003
2916	179476.9956
2917	179446.8331
2918	179430.3572
2919	179402.6402
2920	179398.7764
2921	179397.743
2922	179393.9882
2923	179385.6785
2924	179379.2722
2925	179358.4598
2926	179336.685
2927	179314.9639
2928	179303.4421
2929	179295.5885
2930	179267.7898
2931	179241.3981
2932	179210.2011
2933	179190.19
2934	179179.6403
2935	179170.4074
2936	179167.0711
2937	179151.6119
2938	179150.8727
2939	179127.372
2940	179111.8777
2941	179101.2566
2942	179080.2678
2943	179074.1279
2944	179042.9861
2945	179026.415
2946	179021.6552
2947	179010.0159
2948	179008.8591
2949	179008.1742
2950	179000.7905
2951	178951.2964
2952	178932.8192
2953	178908.863
2954	178865.5909
2955	178812.3028
2956	178785.8288
2957	178776.3212
2958	178763.2586
2959	178752.2408
2960	178740.8545
2961	178733.2851
2962	178725.0008
2963	178703.608
2964	178668.1589
2965	178667.5033
2966	178652.7704
2967	178629.8305
2968	178614.951
2969	178578.2359
2970	178549.8097
2971	178548.6889
2972	178547.9637
2973	178526.1739
2974	178520.5726
2975	178517.0545
2976	178514.773
2977	178514.1208
2978	178508.969
2979	178504.4833
2980	178474.4706
2981	178473.7112
2982	178458.8498
2983	178458.2355
2984	178448.8739
2985	178427.2513
2986	178407.3653
2987	178394.2731
2988	178370.7968
2989	178361.9116
2990	178351.3948
2991	178344.033
2992	178343.3464
2993	178333.3534
2994	178324.9356
2995	178300.5363
2996	178299.9428
2997	178277.1817
2998	178255.0382
2999	178230.5376
3000	178225.6108
3001	178217.1304
3002	178209.9112
3003	178194.1553
3004	178191.1222
3005	178169.3807
3006	178156.4397
3007	178143.6715
3008	178133.3135
3009	178125.1461
3010	178105.879
3011	178105.274
3012	178096.822
3013	178092.0606
3014	178090.345
3015	178055.9062
3016	178044.5787
3017	178041.9295
3018	178037.7582
3019	178036.866
3020	178025.089
3021	178021.7291
3022	178000.8263
3023	177997.3121
3024	177992.1365
3025	177973.4261
3026	177971.8938
3027	177967.9565
3028	177955.5397
3029	177946.546
3030	177937.829
3031	177935.1865
3032	177906.3036
3033	177897.3695
3034	177884.2843
3035	177875.0116
3036	177852.7306
3037	177841.9024
3038	177836.798
3039	177836.1554
3040	177831.5303
3041	177829.2505
3042	177808.8896
3043	177791.1729
3044	177790.6814
3045	177778.8818
3046	177778.2042
3047	177763.0897
3048	177739.2232
3049	177734.3754
3050	177709.3478
3051	177701.8267
3052	177676.9361
3053	177675.9325
3054	177656.151
3055	177649.7496
3056	177632.3352
3057	177616.8861
3058	177606.2078
3059	177598.782
3060	177588.2763
3061	177568.9678
3062	177563.1116
3063	177554.7696
3064	177547.7403
3065	177537.4714
3066	177519.8239
3067	177500.2604
3068	177483.3939
3069	177482.7139
3070	177482.1219
3071	177467.9541
3072	177462.9447
3073	177445.9479
3074	177425.4741
3075	177413.6353
3076	177405.6502
3077	177398.1364
3078	177383.4165
3079	177370.421
3080	177351.4542
3081	177329.3332
3082	177323.5851
3083	177314.9707
3084	177314.3795
3085	177300.2732
3086	177299.5443
3087	177283.4252
3088	177266.1622
3089	177259.8878
3090	177245.7625
3091	177226.9761
3092	177222.6182
3093	177196.5588
3094	177195.9685
3095	177194.5614
3096	177174.0154
3097	177149.5163
3098	177146.662
3099	177113.6109
3100	177074.7973
3101	177034.5479
3102	177033.9362
3103	177022.2485
3104	177021.7241
3105	177008.5647
3106	176990.8875
3107	176978.7028
3108	176974.5768
3109	176950.7233
3110	176945.4063
3111	176936.2617
3112	176924.9037
3113	176914.7003
3114	176911.89
3115	176887.7514
3116	176884.3487
3117	176883.8629
3118	176853.7346
3119	176850.0871
3120	176838.779
3121	176834.2006
3122	176807.3924
3123	176800.2769
3124	176797.9892
3125	176797.3225
3126	176791.4533
3127	176785.1885
3128	176737.0581
3129	176724.7707
3130	176716.9104
3131	176698.8257
3132	176686.6568
3133	176686.0394
3134	176671.2318
3135	176664.8804
3136	176641.8335
3137	176635.1704
3138	176608.3075
3139	176583.6692
3140	176555.3942
3141	176551.264
3142	176538.0368
3143	176530.9844
3144	176527.1574
3145	176526.511
3146	176515.8468
3147	176503.8305
3148	176494.5919
3149	176482.284
3150	176470.9354
3151	176468.7712
3152	176464.5139
3153	176457.8452
3154	176435.1366
3155	176434.2879
3156	176427.1119
3157	176404.4445
3158	176381.7594
3159	176370.1425
3160	176369.5966
3161	176367.1483
3162	176345.1537
3163	176335.0329
3164	176309.0852
3165	176308.4901
3166	176298.9431
3167	176298.4008
3168	176276.0645
3169	176261.1649
3170	176256.9317
3171	176237.6433
3172	176233.246
3173	176217.58
3174	176186.8705
3175	176159.4542
3176	176142.7314
3177	176135.9279
3178	176133.6391
3179	176125.7952
3180	176116.3959
3181	176102.4357
3182	176077.0526
3183	176051.2153
3184	176043.9975
3185	176039.9075
3186	176025.0979
3187	176017.5682
3188	176009.0106
3189	176005.1149
3190	175995.6286
3191	175985.0329
3192	175970.6305
3193	175967.7882
3194	175955.5755
3195	175943.1764
3196	175938.1242
3197	175922.3742
3198	175907.2757
3199	175891.4262
3200	175881.6145
3201	175866.0064
3202	175859.3282
3203	175833.1123
3204	175832.4744
3205	175810.8365
3206	175776.048
3207	175769.2263
3208	175731.6644
3209	175729.5185
3210	175710.9168
3211	175695.7251
3212	175673.0822
3213	175652.4438
3214	175644.478
3215	175643.8166
3216	175638.4851
3217	175625.544
3218	175613.2893
3219	175604.7475
3220	175599.2776
3221	175577.023
3222	175556.0751
3223	175529.6291
3224	175512.1391
3225	175500.5294
3226	175484.1782
3227	175477.3812
3228	175456.402
3229	175442.0611
3230	175422.2078
3231	175421.5887
3232	175404.2348
3233	175403.4679
3234	175401.2924
3235	175392.3405
3236	175380.4454
3237	175360.6659
3238	175349.2686
3239	175345.6492
3240	175326.2358
3241	175287.6056
3242	175280.6703
3243	175273.8194
3244	175250.4641
3245	175230.5399
3246	175226.3091
3247	175210.5659
3248	175161.6804
3249	175138.4949
3250	175137.9458
3251	175120.6197
3252	175112.5444
3253	175095.2218
3254	175084.198
3255	175078.0559
