iter	RMSE
496	248683.3657
497	248674.0598
498	248605.3556
499	248457.3269
500	248290.4876
501	248224.3177
502	248169.4948
503	248067.6165
504	247974.7244
505	247952.0094
506	247879.887
507	247758.5829
508	247695.1586
509	247646.5474
510	247612.0627
511	247506.5848
512	247397.8073
513	247328.1849
514	247224.696
515	247135.949
516	247086.6669
517	246979.4495
518	246848.2232
519	246842.1527
520	246770.8168
521	246692.4542
522	246624.866
523	246547.0783
524	246422.105
525	246340.8175
526	246173.3203
527	246107.9992
528	246030.0298
529	245987.0413
530	245924.6338
531	245803.152
532	245704.224
533	245651.3606
534	245597.747
535	245572.9723
536	245564.5164
537	245483.1925
538	245437.5227
539	245391.5105
540	245322.8483
541	245232.2927
542	245143.9658
543	245097.187
544	244983.7465
545	244910.7638
546	244819.5019
547	244724.7013
548	244646.7877
549	244599.4629
550	244522.4885
551	244426.313
552	244361.5335
553	244282.9995
554	244199.6365
555	244121.3446
556	244062.5207
557	243982.3234
558	243909.292
559	243816.2335
560	243759.1825
561	243690.8025
562	243611.3918
563	243537.7405
564	243466.7947
565	243433.6161
566	243379.3878
567	243288.093
568	243268.7224
569	243182.3628
570	243130.0668
571	243037.6116
572	243015.7904
573	242909.7658
574	242845.0565
575	242838.6152
576	242792.6468
577	242739.5211
578	242722.0943
579	242665.3569
580	242594.2546
581	242461.1403
582	242455.8387
583	242375.8995
584	242293.3798
585	242168.344
586	242105.4402
587	242068.6238
588	241965.5075
589	241924.7522
590	241773.4673
591	241724.7717
592	241650.1515
593	241526.3026
594	241521.0987
595	241430.1918
596	241388.7643
597	241310.8875
598	241217.0033
599	241146.6962
600	241111.5253
601	241069.3912
602	241046.5463
603	240985.6468
604	240938.2089
605	240865.0852
606	240818.6097
607	240736.0978
608	240672.6763
609	240612.0484
610	240545.4743
611	240443.6091
612	240389.6255
613	240307.1692
614	240230.2109
615	240162.7902
616	240090.141
617	240041.4412
618	240000.5473
619	239934.7397
620	239878.2542
621	239826.4719
622	239771.1652
623	239754.3368
624	239647.3707
625	239580.5213
626	239504.065
627	239471.2043
628	239414.6476
629	239374.2214
630	239366.8611
631	239335.9586
632	239318.1975
633	239274.1094
634	239178.4521
635	239171.3038
636	239151.7235
637	239076.4341
638	238994.6179
639	238919.7325
640	238860.0561
641	238776.1514
642	238684.2381
643	238628.5997
644	238497.7798
645	238477.2541
646	238431.1312
647	238395.8266
648	238350.6775
649	238330.582
650	238214.4278
651	238142.9046
652	238103.5914
653	238032.543
654	238002.1219
655	237952.4715
656	237914.5946
657	237829.8437
658	237788.1245
659	237721.7772
660	237609.2167
661	237569.3815
662	237492.7842
663	237376.0198
664	237313.6411
665	237245.402
666	237134.7761
667	237097.2035
668	237024.5985
669	236959.4461
670	236894.3368
671	236830.257
672	236741.7297
673	236737.0735
674	236674.4539
675	236623.9898
676	236519.52
677	236383.2014
678	236330.5755
679	236303.901
680	236242.2909
681	236208.325
682	236182.2245
683	236122.734
684	236087.9647
685	235990.4637
686	235917.8441
687	235889.4519
688	235867.6413
689	235786.2344
690	235757.8937
691	235739.0932
692	235692.7799
693	235642.3294
694	235633.7141
695	235572.4553
696	235555.7714
697	235498.1854
698	235388.4715
699	235331.6605
700	235270.6199
701	235209.3092
702	235158.6835
703	235091.8241
704	235039.5608
705	235010.4612
706	234959.7553
707	234922.8086
708	234917.1632
709	234823.1878
710	234799.5867
711	234736.0003
712	234725.1377
713	234706.2456
714	234659.052
715	234555.0264
716	234417.4761
717	234412.4898
718	234331.1998
719	234263.2666
720	234220.9311
721	234134.8183
722	234053.6927
723	234023.9028
724	234019.3847
725	233956.8084
726	233924.7288
727	233900.09
728	233821.5321
729	233798.4089
730	233717.4985
731	233641.3344
732	233636.837
733	233614.3058
734	233591.7612
735	233570.1368
736	233538.5557
737	233476.785
738	233417.3925
739	233395.5802
740	233318.0724
741	233262.9005
742	233233.0171
743	233187.4091
744	233112.3716
745	233026.9603
746	233010.2076
747	232865.2668
748	232808.3782
749	232754.1323
750	232741.5432
751	232716.0533
752	232667.5625
753	232601.9281
754	232548.1477
755	232529.2018
756	232520.3321
757	232512.6179
758	232410.2238
759	232371.0505
760	232319.3706
761	232272.6819
762	232246.5323
763	232191.4031
764	232168.0688
765	232126.8347
766	232096.492
767	232092.5576
768	232046.9773
769	231972.4412
770	231927.0392
771	231843.2441
772	231742.6727
773	231719.9264
774	231665.3476
775	231599.2996
776	231543.0147
777	231479.1969
778	231441.702
779	231350.1751
780	231342.1651
781	231220.1071
782	231164.1947
783	231099.9215
784	231086.9051
785	231056.7946
786	231014.5452
787	230984.5379
788	230930.6869
789	230899.3355
790	230869.2383
791	230824.7727
792	230754.7781
793	230710.3299
794	230623.6204
795	230587.4797
796	230524.7638
797	230483.9405
798	230425.408
799	230361.689
800	230315.4475
801	230215.9689
802	230188.6234
803	230173.4379
804	230145.7862
805	230088.6729
806	230001.4106
807	229928.2197
808	229872.228
809	229820.0913
810	229805.7893
811	229758.2083
812	229740.0511
813	229708.8426
814	229638.1287
815	229595.3536
816	229553.7273
817	229501.5524
818	229439.2508
819	229416.6124
820	229396.0296
821	229315.8536
822	229195.0199
823	229153.4975
824	229110.3592
825	229079.6541
826	229028.0675
827	229000.5109
828	228985.7259
829	228913.5153
830	228864.9017
831	228823.0269
832	228785.3944
833	228744.5757
834	228733.174
835	228680.9123
836	228646.9807
837	228627.4686
838	228551.248
839	228479.0736
840	228432.8695
841	228394.4193
842	228316.3005
843	228232.4543
844	228156.0584
845	228130.8039
846	228030.6204
847	227977.3528
848	227970.3369
849	227940.9512
850	227879.3542
851	227858.3714
852	227817.4493
853	227798.5065
854	227765.7524
855	227737.51
856	227699.7764
857	227654.0088
858	227619.9399
859	227588.3321
860	227519.0065
861	227436.4853
862	227363.8319
863	227256.1003
864	227210.5211
865	227176.845
866	227155.412
867	227133.2162
868	227099.6976
869	227020.478
870	226978.7295
871	226956.692
872	226885.7535
873	226857.3499
874	226817.2265
875	226799.3094
876	226734.5957
877	226691.8209
878	226603.5529
879	226565.3038
880	226515.6609
881	226471.5403
882	226439.3124
883	226430.1594
884	226390.9072
885	226339.5802
886	226298.3347
887	226262.773
888	226248.5761
889	226176.9855
890	226124.0882
891	226052.2591
892	226048.5885
893	225979.4882
894	225944.0727
895	225889.5087
896	225791.4923
897	225748.4392
898	225692.4718
899	225683.5165
900	225659.865
901	225619.7061
902	225577.229
903	225480.9758
904	225433.9086
905	225412.2619
906	225344.2419
907	225281.4391
908	225249.582
909	225176.5559
910	225150.5603
911	225111.8673
912	225101.0308
913	225058.4044
914	225017.5097
915	224965.6709
916	224907.1176
917	224857.3608
918	224821.145
919	224783.3695
920	224720.5702
921	224717.0578
922	224649.7607
923	224628.0327
924	224557.2274
925	224531.1078
926	224488.4952
927	224439.522
928	224421.5404
929	224393.1179
930	224311.3705
931	224262.7761
932	224167.3014
933	224127.6952
934	224070.6477
935	224044.518
936	224008.619
937	223989.1325
938	223940.3571
939	223900.4268
940	223832.898
941	223770.9162
942	223726.7028
943	223653.2045
944	223616.619
945	223564.9009
946	223526.5388
947	223515.9921
948	223496.7052
949	223462.9954
950	223413.7399
951	223381.1883
952	223350.1725
953	223292.0054
954	223270.0501
955	223246.3084
956	223166.1005
957	223121.7898
958	223052.3512
959	223044.9616
960	223038.0234
961	223008.7856
962	222977.852
963	222893.678
964	222867.8326
965	222812.3667
966	222737.4289
967	222681.6329
968	222640.9204
969	222637.3549
970	222585.1565
971	222543.9125
972	222483.2258
973	222439.15
974	222410.7629
975	222367.3847
976	222357.496
977	222354.1808
978	222307.4314
979	222271.642
980	222216.1757
981	222208.2365
982	222159.5044
983	222138.506
984	222098.2751
985	222047.0857
986	221957.0537
987	221904.1244
988	221858.2341
989	221812.0598
990	221801.6152
991	221749.7246
992	221726.12
993	221631.9353
994	221617.7406
995	221593.9626
996	221577.4686
997	221504.4963
998	221471.0149
999	221437.3754
1000	221389.8071
1001	221335.7172
1002	221314.7712
1003	221304.2568
1004	221257.2504
1005	221209.7176
1006	221175.0967
1007	221080.9924
1008	221021.8147
1009	220952.1922
1010	220935.6714
1011	220913.8259
1012	220900.8576
1013	220897.4795
1014	220852.3323
1015	220818.091
1016	220762.0239
1017	220740.9292
1018	220720.0137
1019	220685.4098
1020	220571.139
1021	220488.4505
1022	220421.4988
1023	220398.2598
1024	220375.9216
1025	220286.7936
1026	220254.063
1027	220242.2622
1028	220211.9844
1029	220157.9325
1030	220100.4759
1031	220088.1047
1032	220016.5362
1033	220000.6782
1034	219930.5506
1035	219834.8021
1036	219793.9124
1037	219774.3672
1038	219734.7529
1039	219722.2278
1040	219718.9472
1041	219712.4233
1042	219689.3255
1043	219686.2825
1044	219666.7825
1045	219649.4636
1046	219616.9076
1047	219584.3384
1048	219549.0557
1049	219469.8112
1050	219450.6722
1051	219423.1329
1052	219377.665
1053	219329.6881
1054	219288.0034
1055	219234.9936
1056	219225.7519
1057	219190.2065
1058	219158.8011
1059	219114.0594
1060	219082.6455
1061	219049.2212
1062	218994.921
1063	218991.9758
1064	218966.6613
1065	218941.2513
1066	218908.9552
1067	218870.5794
1068	218854.3272
1069	218839.3555
1070	218825.9385
1071	218783.5184
1072	218777.809
1073	218742.8183
1074	218664.5643
1075	218628.2339
1076	218589.0407
1077	218572.8119
1078	218540.256
1079	218537.382
1080	218454.5438
1081	218433.0221
1082	218355.4206
1083	218303.6846
1084	218282.4842
1085	218278.7038
1086	218256.1051
1087	218253.1151
1088	218192.8834
1089	218170.9137
1090	218138.5828
1091	218103.7073
1092	218057.5698
1093	218018.8454
1094	218006.0525
1095	217996.2622
1096	217955.9645
1097	217861.5679
1098	217826.4913
1099	217770.5268
1100	217739.5731
1101	217729.8861
1102	217693.4404
1103	217668.8211
1104	217644.4981
1105	217596.8141
1106	217594.0486
1107	217552.423
1108	217517.4057
1109	217472.6162
1110	217461.8277
1111	217412.6299
1112	217357.4727
1113	217340.0668
1114	217317.5984
1115	217298.8658
1116	217264.0115
1117	217246.7116
1118	217175.0065
1119	217139.9743
1120	217046.442
1121	216997.1252
1122	216985.9985
1123	216912.1736
1124	216858.5264
1125	216843.2448
1126	216795.9938
1127	216757.2208
1128	216734.1291
1129	216716.9146
1130	216680.536
1131	216659.5491
1132	216619.3581
1133	216598.2566
1134	216572.3306
1135	216512.1366
1136	216491.1645
1137	216441.4279
1138	216418.429
1139	216355.0474
1140	216297.3415
1141	216284.5946
1142	216281.6927
1143	216217.3624
1144	216176.7688
1145	216174.3599
1146	216132.3567
1147	216105.7848
1148	216045.551
1149	216040.9139
1150	215963.0727
1151	215947.721
1152	215919.4264
1153	215885.9693
1154	215846.5224
1155	215803.2177
1156	215762.9661
1157	215727.4164
1158	215717.8638
1159	215673.0889
1160	215638.5313
1161	215607.6007
1162	215573.537
1163	215554.8701
1164	215540.537
1165	215509.8664
1166	215480.1844
1167	215473.0711
1168	215429.0508
1169	215426.268
1170	215295.6307
1171	215267.4251
1172	215207.7051
1173	215181.5938
1174	215151.1054
1175	215118.091
1176	215054.8081
1177	215004.5845
1178	214955.1471
1179	214925.2182
1180	214895.4462
1181	214855.5815
1182	214846.3749
1183	214812.4764
1184	214809.7899
1185	214788.3337
1186	214738.9364
1187	214705.6703
1188	214666.6672
1189	214658.7007
1190	214652.7153
1191	214605.1834
1192	214555.4834
1193	214511.2586
1194	214505.5935
1195	214480.9494
1196	214449.7785
1197	214410.2535
1198	214364.0711
1199	214341.5911
1200	214339.1443
1201	214310.2169
1202	214251.2195
1203	214217.5246
1204	214193.665
1205	214165.855
1206	214147.4524
1207	214138.4755
1208	214081.4196
1209	214052.6302
1210	214041.5261
1211	214027.2936
1212	214024.7177
1213	214015.4299
1214	214010.1062
1215	213954.7283
1216	213898.9406
1217	213896.4326
1218	213877.8642
1219	213824.3107
1220	213756.2964
1221	213745.9579
1222	213708.6969
1223	213688.8905
1224	213651.6183
1225	213590.9088
1226	213523.7879
1227	213515.7625
1228	213488.7106
1229	213427.4973
1230	213372.5572
1231	213325.5665
1232	213238.917
1233	213181.5493
1234	213162.3591
1235	213122.7867
1236	213099.2197
1237	213071.57
1238	213045.538
1239	213022.0725
1240	212949.6784
1241	212915.709
1242	212912.4877
1243	212895.2291
1244	212835.8865
1245	212804.3354
1246	212784.9633
1247	212689.9593
1248	212674.4404
1249	212666.5161
1250	212627.7451
1251	212600.0409
1252	212568.986
1253	212565.7248
1254	212534.2913
1255	212506.7746
1256	212482.6953
1257	212447.474
1258	212402.7378
1259	212353.2246
1260	212334.5587
1261	212330.077
1262	212284.4902
1263	212246.0637
1264	212243.6428
1265	212231.9264
1266	212197.5668
1267	212168.9794
1268	212130.8542
1269	212096.4532
1270	212051.2307
1271	212033.201
1272	211999.9334
1273	211997.505
1274	211986.1513
1275	211943.7076
1276	211927.4836
1277	211893.9223
1278	211827.0336
1279	211817.072
1280	211766.8682
1281	211730.4433
1282	211688.5413
1283	211630.9154
1284	211601.2325
1285	211559.1527
1286	211542.4344
1287	211498.1376
1288	211495.6754
1289	211493.2759
1290	211483.2354
1291	211455.0647
1292	211429.6771
1293	211392.3267
1294	211362.8135
1295	211352.8661
1296	211350.4907
1297	211304.8145
1298	211302.4931
1299	211244.7639
1300	211237.391
1301	211197.7231
1302	211168.3513
1303	211134.3684
1304	211114.4885
1305	211092.7092
1306	211063.0992
1307	211043.2976
1308	210987.7707
1309	210961.6765
1310	210950.5955
1311	210928.8826
1312	210902.0112
1313	210883.1438
1314	210881.0191
1315	210850.6137
1316	210804.1991
1317	210747.3359
1318	210722.1233
1319	210683.8965
1320	210658.6618
1321	210632.2101
1322	210573.222
1323	210553.15
1324	210551.0959
1325	210505.5102
1326	210482.6424
1327	210474.4982
1328	210442.6423
1329	210407.1419
1330	210405.0244
1331	210384.3705
1332	210378.5204
1333	210364.5621
1334	210321.3878
1335	210299.8213
1336	210258.6715
1337	210220.09
1338	210215.5585
1339	210188.4007
1340	210143.7019
1341	210111.7426
1342	210098.6991
1343	210092.5197
1344	210066.9976
1345	210038.447
1346	210024.838
1347	209974.2405
1348	209937.7733
1349	209926.1983
1350	209913.1937
1351	209858.2106
1352	209805.8498
1353	209766.1076
1354	209727.2569
1355	209677.4369
1356	209644.2416
1357	209632.8842
1358	209609.3735
1359	209607.189
1360	209591.3166
1361	209585.6025
1362	209563.0134
1363	209522.8351
1364	209515.7587
1365	209502.9374
1366	209457.8299
1367	209455.7486
1368	209444.9265
1369	209432.4127
1370	209340.7659
1371	209319.2679
1372	209271.8962
1373	209236.9563
1374	209186.6248
1375	209179.5307
1376	209149.3288
1377	209139.2662
1378	209075.2164
1379	209062.5139
1380	209036.7365
1381	209007.4581
1382	209001.1984
1383	208984.9085
1384	208950.5284
1385	208933.4304
1386	208886.0826
1387	208857.3666
1388	208841.9649
1389	208772.6654
1390	208734.0701
1391	208665.7068
1392	208594.6637
1393	208563.3423
1394	208546.1083
1395	208518.4645
1396	208512.7373
1397	208479.4667
1398	208443.9279
1399	208419.3969
1400	208407.2651
1401	208395.4767
1402	208350.0144
1403	208346.387
1404	208341.0174
1405	208303.5397
1406	208284.4437
1407	208260.3207
1408	208236.3686
1409	208222.6482
1410	208210.2712
1411	208193.9759
1412	208169.6552
1413	208148.479
1414	208091.1037
1415	208056.8779
1416	208025.3079
1417	208002.2936
1418	207964.095
1419	207961.9554
1420	207934.3226
1421	207895.2879
1422	207862.6792
1423	207855.9748
1424	207787.2637
1425	207731.9043
1426	207689.7123
1427	207677.1218
1428	207628.6693
1429	207597.6979
1430	207577.6503
1431	207552.0415
1432	207542.5377
1433	207529.8224
1434	207519.2836
1435	207462.573
1436	207440.4892
1437	207408.6896
1438	207367.1161
1439	207322.5913
1440	207277.9238
1441	207225.1588
1442	207223.0712
1443	207220.1373
1444	207180.2073
1445	207150.9169
1446	207117.8346
1447	207113.2182
1448	207109.9557
1449	207107.7877
1450	207097.2601
1451	207077.7196
1452	207069.6579
1453	207067.5618
1454	207027.1914
1455	207000.7861
1456	206998.7444
1457	206975.93
1458	206971.2247
1459	206961.3805
1460	206923.4878
1461	206904.6901
1462	206885.744
1463	206872.0042
1464	206832.807
1465	206804.3823
1466	206782.7485
1467	206780.7712
1468	206744.6424
1469	206670.1379
1470	206664.0111
1471	206651.2979
1472	206630.2596
1473	206628.416
1474	206599.2715
1475	206563.4084
1476	206554.675
1477	206524.4265
1478	206474.1955
1479	206433.5649
1480	206431.6446
1481	206396.7311
1482	206375.5085
1483	206349.4192
1484	206347.5118
1485	206326.9951
1486	206286.2815
1487	206219.3883
1488	206217.4418
1489	206215.5594
1490	206213.7028
1491	206208.3397
1492	206190.9851
1493	206182.3488
1494	206159.0453
1495	206157.2034
1496	206135.103
1497	206112.8318
1498	206081.4142
1499	206067.4407
1500	206050.0696
1501	206034.3507
1502	205995.9996
1503	205983.3513
1504	205967.9905
1505	205958.8376
1506	205957.1697
1507	205901.5604
1508	205831.3069
1509	205806.5992
1510	205744.226
1511	205677.5746
1512	205672.9298
1513	205647.3059
1514	205605.0695
1515	205582.1275
1516	205562.5418
1517	205536.7361
1518	205508.619
1519	205497.1276
1520	205468.1751
1521	205466.4848
1522	205451.999
1523	205383.1716
1524	205365.116
1525	205319.6289
1526	205312.4111
1527	205305.0803
1528	205296.3718
1529	205277.0585
1530	205245.8892
1531	205224.2819
1532	205162.5013
1533	205151.6178
1534	205100.5432
1535	205076.8763
1536	205055.5248
1537	205039.0821
1538	204998.4754
1539	204983.8427
1540	204943.8247
1541	204883.114
1542	204879.9687
1543	204852.3598
1544	204832.0376
1545	204807.3822
1546	204805.3161
1547	204754.8671
1548	204749.5461
1549	204723.8052
1550	204685.9548
1551	204612.1688
1552	204600.9247
1553	204565.8497
1554	204540.6278
1555	204525.9402
1556	204487.8273
1557	204483.5463
1558	204465.73
1559	204429.4547
1560	204409.3837
1561	204385.5774
1562	204323.5815
1563	204265.8659
1564	204263.8693
1565	204252.1994
1566	204224.245
1567	204187.7984
1568	204147.232
1569	204130.8248
1570	204089.9497
1571	204058.563
1572	204044.3574
1573	204016.9816
1574	204013.5121
1575	204008.7164
1576	203979.3344
1577	203963.313
1578	203961.4342
1579	203959.623
1580	203894.4252
1581	203848.7752
1582	203833.5642
1583	203816.8989
1584	203792.7164
1585	203790.0052
1586	203779.0757
1587	203776.5836
1588	203725.5149
1589	203699.0802
1590	203680.2375
1591	203669.0938
1592	203662.6115
1593	203637.0436
1594	203612.5474
1595	203592.2129
1596	203551.2631
1597	203488.3786
1598	203470.7305
1599	203451.556
1600	203421.8125
1601	203414.9759
1602	203393.4395
1603	203378.1697
1604	203376.5293
1605	203346.7025
1606	203321.6442
1607	203283.3562
1608	203223.1491
1609	203207.5033
1610	203183.0343
1611	203175.3189
1612	203141.8525
1613	203112.928
1614	203072.7901
1615	203068.3931
1616	203014.1496
1617	202980.3444
1618	202957.3022
1619	202920.7665
1620	202895.4375
1621	202878.0937
1622	202862.6249
1623	202837.233
1624	202806.5108
1625	202790.9041
1626	202770.2335
1627	202768.7067
1628	202724.525
1629	202691.0138
1630	202657.1862
1631	202643.9051
1632	202633.9851
1633	202603.8569
1634	202579.007
1635	202529.6054
1636	202516.7635
1637	202495.7305
1638	202464.5051
1639	202438.347
1640	202429.2219
1641	202383.3091
1642	202362.8661
1643	202336.4619
1644	202309.9156
1645	202268.9767
1646	202191.5013
1647	202160.0192
1648	202127.9582
1649	202102.6805
1650	202072.6202
1651	202048.4785
1652	202019.3039
1653	201997.8338
1654	201958.8967
1655	201957.2766
1656	201935.5116
1657	201920.6182
1658	201901.6828
1659	201889.2299
1660	201873.2494
1661	201845.5369
1662	201821.5655
1663	201794.2847
1664	201778.3075
1665	201756.3999
1666	201714.9463
1667	201606.9725
1668	201604.6256
1669	201588.719
1670	201568.4561
1671	201537.8168
1672	201515.6878
1673	201502.7654
1674	201501.4018
1675	201435.194
1676	201386.1989
1677	201358.631
1678	201351.5518
1679	201333.2686
1680	201272.3829
1681	201258.1934
1682	201235.4577
