iter	Passed	Remaining
3236	16911	9210
3237	16916	9205
3238	16921	9199
3239	16926	9194
3240	16932	9189
3241	16938	9184
3242	16943	9179
3243	16948	9174
3244	16954	9169
3245	16959	9164
3246	16964	9158
3247	16969	9153
3248	16974	9148
3249	16980	9143
3250	16985	9137
3251	16990	9132
3252	16995	9127
3253	17000	9121
3254	17005	9116
3255	17010	9111
3256	17015	9106
3257	17020	9100
3258	17025	9095
3259	17030	9090
3260	17035	9084
3261	17040	9079
3262	17045	9074
3263	17050	9068
3264	17056	9063
3265	17061	9058
3266	17066	9052
3267	17071	9047
3268	17076	9042
3269	17081	9037
3270	17086	9031
3271	17091	9026
3272	17096	9021
3273	17101	9015
3274	17106	9010
3275	17111	9005
3276	17116	8999
3277	17121	8994
3278	17126	8989
3279	17132	8984
3280	17138	8979
3281	17144	8974
3282	17149	8969
3283	17154	8963
3284	17159	8958
3285	17164	8953
3286	17170	8948
3287	17175	8942
3288	17180	8937
3289	17185	8932
3290	17191	8927
3291	17196	8922
3292	17201	8916
3293	17206	8911
3294	17212	8906
3295	17217	8901
3296	17222	8895
3297	17227	8890
3298	17232	8885
3299	17237	8880
3300	17243	8874
3301	17248	8869
3302	17253	8864
3303	17258	8859
3304	17263	8853
3305	17269	8848
3306	17274	8843
3307	17279	8838
3308	17285	8833
3309	17290	8827
3310	17295	8822
3311	17300	8817
3312	17305	8812
3313	17311	8807
3314	17316	8801
3315	17321	8796
3316	17326	8791
3317	17332	8786
3318	17337	8781
3319	17343	8776
3320	17348	8771
3321	17354	8765
3322	17359	8760
3323	17364	8755
3324	17369	8749
3325	17374	8744
3326	17379	8739
3327	17384	8734
3328	17389	8728
3329	17394	8723
3330	17399	8718
3331	17404	8712
3332	17409	8707
3333	17414	8702
3334	17420	8697
3335	17425	8691
3336	17430	8686
3337	17435	8681
3338	17441	8676
3339	17446	8670
3340	17451	8665
3341	17456	8660
3342	17461	8655
3343	17466	8649
3344	17471	8644
3345	17476	8639
3346	17481	8633
3347	17486	8628
3348	17491	8623
3349	17496	8617
3350	17501	8612
3351	17506	8607
3352	17511	8601
3353	17516	8596
3354	17521	8591
3355	17526	8585
3356	17532	8580
3357	17538	8575
3358	17544	8571
3359	17549	8565
3360	17554	8560
3361	17559	8555
3362	17564	8550
3363	17570	8544
3364	17574	8539
3365	17580	8534
3366	17585	8528
3367	17590	8523
3368	17595	8518
3369	17600	8513
3370	17605	8507
3371	17610	8502
3372	17615	8497
3373	17621	8491
3374	17626	8486
3375	17631	8481
3376	17636	8476
3377	17641	8470
3378	17646	8465
3379	17651	8460
3380	17656	8454
3381	17661	8449
3382	17666	8444
3383	17671	8439
3384	17676	8433
3385	17681	8428
3386	17687	8423
3387	17692	8417
3388	17697	8412
3389	17702	8407
3390	17707	8401
3391	17712	8396
3392	17717	8391
3393	17722	8386
3394	17727	8380
3395	17733	8375
3396	17738	8370
3397	17744	8365
3398	17749	8360
3399	17754	8355
3400	17760	8350
3401	17765	8344
3402	17770	8339
3403	17775	8334
3404	17780	8329
3405	17785	8323
3406	17790	8318
3407	17795	8313
3408	17800	8307
3409	17805	8302
3410	17811	8297
3411	17816	8291
3412	17820	8286
3413	17826	8281
3414	17831	8276
3415	17836	8270
3416	17841	8265
3417	17846	8260
3418	17851	8254
3419	17856	8249
3420	17861	8244
3421	17866	8238
3422	17871	8233
3423	17876	8228
3424	17881	8222
3425	17886	8217
3426	17891	8212
3427	17896	8207
3428	17901	8201
3429	17906	8196
3430	17911	8190
3431	17916	8185
3432	17921	8180
3433	17926	8174
3434	17931	8169
3435	17936	8164
3436	17942	8159
3437	17947	8154
3438	17953	8149
3439	17958	8143
3440	17963	8138
3441	17968	8133
3442	17974	8128
3443	17979	8123
3444	17985	8118
3445	17990	8113
3446	17996	8107
3447	18001	8102
3448	18007	8097
3449	18012	8092
3450	18018	8087
3451	18023	8082
3452	18029	8077
3453	18035	8072
3454	18040	8067
3455	18045	8062
3456	18051	8057
3457	18057	8052
3458	18062	8046
3459	18068	8041
3460	18073	8036
3461	18079	8031
3462	18085	8026
3463	18090	8021
3464	18096	8016
3465	18102	8011
3466	18107	8006
3467	18112	8001
3468	18117	7996
3469	18123	7990
3470	18128	7985
3471	18134	7980
3472	18139	7975
3473	18144	7970
3474	18150	7965
3475	18155	7960
3476	18161	7955
3477	18167	7950
3478	18173	7945
3479	18178	7940
3480	18183	7934
3481	18188	7929
3482	18194	7924
3483	18199	7919
3484	18204	7913
3485	18209	7908
3486	18214	7903
3487	18219	7898
3488	18225	7892
3489	18230	7887
3490	18235	7882
3491	18240	7877
3492	18245	7871
3493	18250	7866
3494	18255	7861
3495	18261	7856
3496	18266	7850
3497	18271	7845
3498	18276	7840
3499	18282	7835
3500	18287	7829
3501	18292	7824
3502	18297	7819
3503	18302	7814
3504	18307	7808
3505	18312	7803
3506	18318	7798
3507	18323	7793
3508	18328	7788
3509	18334	7782
3510	18340	7777
3511	18345	7772
3512	18351	7767
3513	18357	7763
3514	18362	7757
3515	18367	7752
3516	18373	7747
3517	18378	7742
3518	18384	7737
3519	18389	7732
3520	18395	7726
3521	18400	7721
3522	18406	7716
3523	18411	7711
3524	18417	7706
3525	18422	7701
3526	18427	7695
3527	18432	7690
3528	18437	7685
3529	18442	7680
3530	18447	7674
3531	18452	7669
3532	18457	7664
3533	18462	7658
3534	18467	7653
3535	18472	7648
3536	18477	7642
3537	18482	7637
3538	18487	7632
3539	18492	7626
3540	18497	7621
3541	18503	7616
3542	18508	7611
3543	18513	7605
3544	18518	7600
3545	18523	7595
3546	18528	7589
3547	18533	7584
3548	18538	7579
3549	18544	7574
3550	18550	7569
3551	18555	7564
3552	18560	7559
3553	18566	7553
3554	18571	7548
3555	18576	7543
3556	18581	7538
3557	18586	7532
3558	18591	7527
3559	18596	7522
3560	18601	7517
3561	18606	7511
3562	18611	7506
3563	18616	7501
3564	18621	7495
3565	18626	7490
3566	18631	7485
3567	18636	7479
3568	18641	7474
3569	18646	7469
3570	18651	7463
3571	18656	7458
3572	18661	7453
3573	18666	7447
3574	18671	7442
3575	18676	7437
3576	18681	7431
3577	18686	7426
3578	18691	7421
3579	18696	7416
3580	18701	7410
3581	18707	7405
3582	18712	7400
3583	18717	7395
3584	18723	7390
3585	18728	7384
3586	18733	7379
3587	18739	7374
3588	18744	7369
3589	18749	7364
3590	18755	7359
3591	18760	7353
3592	18765	7348
3593	18770	7343
3594	18776	7338
3595	18781	7332
3596	18786	7327
3597	18791	7322
3598	18795	7316
3599	18800	7311
3600	18805	7306
3601	18810	7300
3602	18815	7295
3603	18820	7290
3604	18825	7284
3605	18830	7279
3606	18835	7274
3607	18840	7268
3608	18845	7263
3609	18851	7258
3610	18856	7253
3611	18861	7248
3612	18866	7242
3613	18871	7237
3614	18877	7232
3615	18882	7227
3616	18887	7222
3617	18893	7216
3618	18898	7211
3619	18903	7206
3620	18908	7201
3621	18913	7195
3622	18918	7190
3623	18924	7185
3624	18929	7180
3625	18934	7174
3626	18940	7169
3627	18945	7164
3628	18950	7159
3629	18956	7154
3630	18961	7149
3631	18967	7144
3632	18972	7138
3633	18977	7133
3634	18982	7128
3635	18988	7123
3636	18993	7117
3637	18998	7112
3638	19003	7107
3639	19008	7102
3640	19013	7096
3641	19019	7091
3642	19024	7086
3643	19029	7081
3644	19034	7075
3645	19039	7070
3646	19044	7065
3647	19050	7060
3648	19055	7054
3649	19060	7049
3650	19065	7044
3651	19070	7039
3652	19075	7034
3653	19081	7028
3654	19086	7023
3655	19091	7018
3656	19096	7013
3657	19101	7007
3658	19107	7002
3659	19112	6997
3660	19117	6992
3661	19122	6986
3662	19127	6981
3663	19133	6976
3664	19138	6971
3665	19143	6966
3666	19148	6960
3667	19154	6955
3668	19160	6950
3669	19165	6945
3670	19170	6940
3671	19175	6935
3672	19181	6929
3673	19186	6924
3674	19191	6919
3675	19196	6914
3676	19201	6908
3677	19206	6903
3678	19212	6898
3679	19217	6893
3680	19222	6888
3681	19228	6882
3682	19233	6877
3683	19238	6872
3684	19243	6867
3685	19248	6861
3686	19253	6856
3687	19259	6851
3688	19264	6846
3689	19269	6840
3690	19274	6835
3691	19279	6830
3692	19284	6824
3693	19289	6819
3694	19294	6814
3695	19299	6809
3696	19304	6803
3697	19310	6798
3698	19315	6793
3699	19321	6788
3700	19326	6783
3701	19331	6778
3702	19337	6772
3703	19342	6767
3704	19347	6762
3705	19353	6757
3706	19358	6752
3707	19364	6747
3708	19370	6742
3709	19376	6737
3710	19381	6732
3711	19386	6726
3712	19392	6721
3713	19397	6716
3714	19402	6711
3715	19407	6706
3716	19412	6700
3717	19417	6695
3718	19423	6690
3719	19428	6685
3720	19433	6679
3721	19438	6674
3722	19443	6669
3723	19448	6664
3724	19454	6658
3725	19459	6653
3726	19464	6648
3727	19469	6643
3728	19474	6637
3729	19480	6632
3730	19485	6627
3731	19490	6622
3732	19496	6617
3733	19501	6611
3734	19506	6606
3735	19511	6601
3736	19516	6596
3737	19521	6590
3738	19527	6585
3739	19533	6580
3740	19538	6575
3741	19543	6570
3742	19549	6565
3743	19555	6560
3744	19560	6554
3745	19566	6549
3746	19571	6544
3747	19576	6539
3748	19581	6534
3749	19586	6528
3750	19592	6523
3751	19597	6518
3752	19602	6513
3753	19607	6507
3754	19612	6502
3755	19617	6497
3756	19623	6492
3757	19629	6487
3758	19635	6482
3759	19641	6477
3760	19646	6472
3761	19651	6467
3762	19656	6461
3763	19662	6456
3764	19667	6451
3765	19672	6446
3766	19677	6440
3767	19682	6435
3768	19687	6430
3769	19692	6424
3770	19697	6419
3771	19702	6414
3772	19708	6409
3773	19714	6404
3774	19720	6399
3775	19726	6394
3776	19733	6389
3777	19738	6384
3778	19746	6380
3779	19752	6375
3780	19759	6370
3781	19765	6365
3782	19770	6360
3783	19776	6355
3784	19781	6350
3785	19787	6344
3786	19792	6339
3787	19797	6334
3788	19802	6329
3789	19808	6323
3790	19813	6318
3791	19818	6313
3792	19823	6308
3793	19828	6302
3794	19833	6297
3795	19838	6292
3796	19844	6287
3797	19849	6281
3798	19854	6276
3799	19859	6271
3800	19863	6265
3801	19868	6260
3802	19873	6255
3803	19878	6249
3804	19883	6244
3805	19888	6239
3806	19893	6234
3807	19898	6228
3808	19903	6223
3809	19908	6218
3810	19913	6212
3811	19918	6207
3812	19923	6202
3813	19929	6197
3814	19934	6191
3815	19939	6186
3816	19945	6181
3817	19951	6176
3818	19956	6171
3819	19962	6166
3820	19967	6161
3821	19972	6155
3822	19977	6150
3823	19983	6145
3824	19989	6140
3825	19994	6135
3826	20000	6130
3827	20005	6124
3828	20010	6119
3829	20016	6114
3830	20021	6109
3831	20027	6104
3832	20032	6099
3833	20037	6093
3834	20042	6088
3835	20048	6083
3836	20053	6078
3837	20059	6073
3838	20064	6067
3839	20069	6062
3840	20074	6057
3841	20080	6052
3842	20085	6047
3843	20090	6041
3844	20095	6036
3845	20101	6031
3846	20106	6026
3847	20111	6020
3848	20117	6015
3849	20122	6010
3850	20127	6005
3851	20133	6000
3852	20138	5995
3853	20144	5989
3854	20150	5984
3855	20156	5980
3856	20162	5975
3857	20168	5969
3858	20173	5964
3859	20179	5959
3860	20184	5954
3861	20189	5949
3862	20195	5944
3863	20200	5938
3864	20206	5933
3865	20211	5928
3866	20217	5923
3867	20222	5918
3868	20227	5913
3869	20233	5907
3870	20238	5902
3871	20244	5897
3872	20250	5892
3873	20255	5887
3874	20260	5882
3875	20265	5876
3876	20270	5871
3877	20276	5866
3878	20281	5861
3879	20286	5856
3880	20292	5850
3881	20298	5845
3882	20303	5840
3883	20309	5835
3884	20315	5830
3885	20320	5825
3886	20327	5820
3887	20332	5815
3888	20338	5810
3889	20344	5805
3890	20350	5800
3891	20357	5795
3892	20364	5790
3893	20370	5785
3894	20376	5780
3895	20381	5775
3896	20387	5770
3897	20392	5765
3898	20397	5759
3899	20403	5754
3900	20409	5749
3901	20414	5744
3902	20419	5739
3903	20425	5734
3904	20430	5728
3905	20435	5723
3906	20440	5718
3907	20445	5713
3908	20451	5707
3909	20456	5702
3910	20461	5697
3911	20466	5692
3912	20471	5686
3913	20476	5681
3914	20481	5676
3915	20487	5671
3916	20492	5665
3917	20497	5660
3918	20502	5655
3919	20508	5650
3920	20512	5644
3921	20518	5639
3922	20523	5634
3923	20528	5629
3924	20533	5623
3925	20538	5618
3926	20543	5613
3927	20549	5608
3928	20555	5603
3929	20560	5597
3930	20566	5592
3931	20572	5587
3932	20577	5582
3933	20582	5577
3934	20588	5572
3935	20593	5566
3936	20598	5561
3937	20603	5556
3938	20609	5551
3939	20614	5546
3940	20620	5540
3941	20625	5535
3942	20631	5530
3943	20636	5525
3944	20642	5520
3945	20648	5515
3946	20654	5510
3947	20661	5505
3948	20667	5500
3949	20673	5495
3950	20679	5490
3951	20684	5485
3952	20689	5479
3953	20695	5474
3954	20701	5469
3955	20706	5464
3956	20711	5459
3957	20717	5454
3958	20722	5448
3959	20728	5443
3960	20734	5438
3961	20739	5433
3962	20745	5428
3963	20751	5423
3964	20758	5418
3965	20764	5413
3966	20769	5408
3967	20775	5403
3968	20780	5397
3969	20785	5392
3970	20791	5387
3971	20796	5382
3972	20801	5377
3973	20806	5371
3974	20811	5366
3975	20816	5361
3976	20821	5355
3977	20827	5350
3978	20832	5345
3979	20837	5340
3980	20841	5334
3981	20846	5329
3982	20851	5324
3983	20857	5318
3984	20862	5313
3985	20866	5308
3986	20871	5303
3987	20876	5297
3988	20881	5292
3989	20886	5287
3990	20891	5281
3991	20896	5276
3992	20901	5271
3993	20906	5265
3994	20911	5260
3995	20917	5255
3996	20922	5250
3997	20926	5244
3998	20931	5239
3999	20936	5234
4000	20941	5228
4001	20946	5223
4002	20951	5218
4003	20956	5213
4004	20962	5207
4005	20968	5202
4006	20973	5197
4007	20979	5192
4008	20984	5187
4009	20989	5181
4010	20994	5176
4011	21000	5171
4012	21005	5166
4013	21010	5160
4014	21015	5155
4015	21020	5150
4016	21025	5145
4017	21030	5139
4018	21035	5134
4019	21040	5129
4020	21045	5124
4021	21051	5118
4022	21056	5113
4023	21061	5108
4024	21066	5103
4025	21071	5097
4026	21076	5092
4027	21082	5087
4028	21087	5082
4029	21092	5076
4030	21097	5071
4031	21102	5066
4032	21107	5061
4033	21112	5055
4034	21117	5050
4035	21122	5045
4036	21127	5039
4037	21133	5034
4038	21138	5029
4039	21143	5024
4040	21148	5018
4041	21153	5013
4042	21158	5008
4043	21164	5003
4044	21170	4998
4045	21175	4992
4046	21181	4987
4047	21186	4982
4048	21191	4977
4049	21196	4971
4050	21200	4966
4051	21205	4961
4052	21211	4956
4053	21216	4950
4054	21221	4945
4055	21226	4940
4056	21231	4935
4057	21236	4929
4058	21241	4924
4059	21247	4919
4060	21252	4914
4061	21257	4908
4062	21262	4903
4063	21267	4898
4064	21272	4893
4065	21278	4887
4066	21283	4882
4067	21289	4877
4068	21295	4872
4069	21300	4867
4070	21306	4862
4071	21312	4857
4072	21318	4851
4073	21324	4846
4074	21330	4841
4075	21337	4836
4076	21343	4832
4077	21349	4826
4078	21355	4821
4079	21361	4816
4080	21367	4811
4081	21373	4806
4082	21379	4801
4083	21385	4796
4084	21391	4791
4085	21396	4786
4086	21401	4780
4087	21407	4775
4088	21412	4770
4089	21418	4765
4090	21423	4760
4091	21428	4755
4092	21434	4749
4093	21440	4744
4094	21445	4739
4095	21450	4734
4096	21456	4729
4097	21462	4724
4098	21467	4718
4099	21473	4713
4100	21478	4708
4101	21483	4703
4102	21489	4697
4103	21494	4692
4104	21499	4687
4105	21504	4682
4106	21509	4676
4107	21514	4671
4108	21519	4666
4109	21525	4661
4110	21530	4655
4111	21535	4650
4112	21540	4645
4113	21546	4640
4114	21551	4634
4115	21556	4629
4116	21561	4624
4117	21566	4619
4118	21572	4614
4119	21577	4608
4120	21583	4603
4121	21588	4598
4122	21593	4593
4123	21599	4587
4124	21604	4582
4125	21609	4577
4126	21614	4572
4127	21619	4567
4128	21625	4561
4129	21630	4556
4130	21635	4551
4131	21641	4546
4132	21646	4540
4133	21651	4535
4134	21657	4530
4135	21662	4525
4136	21667	4520
4137	21673	4514
4138	21678	4509
4139	21683	4504
4140	21688	4499
4141	21694	4493
4142	21699	4488
4143	21704	4483
4144	21709	4478
4145	21714	4472
4146	21719	4467
4147	21725	4462
4148	21730	4457
4149	21735	4451
4150	21740	4446
4151	21746	4441
4152	21751	4436
4153	21756	4430
4154	21761	4425
4155	21767	4420
4156	21773	4415
4157	21779	4410
4158	21784	4405
4159	21789	4399
4160	21794	4394
4161	21800	4389
4162	21805	4384
4163	21810	4378
4164	21816	4373
4165	21822	4368
4166	21827	4363
4167	21832	4358
4168	21837	4352
4169	21843	4347
4170	21848	4342
4171	21853	4337
4172	21858	4331
4173	21863	4326
4174	21868	4321
4175	21873	4316
4176	21878	4310
4177	21884	4305
4178	21889	4300
4179	21894	4295
4180	21899	4289
4181	21904	4284
4182	21909	4279
4183	21915	4274
4184	21920	4268
4185	21925	4263
4186	21931	4258
4187	21937	4253
4188	21942	4248
4189	21947	4242
4190	21952	4237
4191	21957	4232
4192	21962	4226
4193	21968	4221
4194	21974	4216
4195	21979	4211
4196	21985	4206
4197	21990	4201
4198	21995	4195
4199	22000	4190
4200	22005	4185
4201	22010	4180
4202	22015	4174
4203	22021	4169
4204	22026	4164
4205	22031	4159
4206	22037	4153
4207	22042	4148
4208	22047	4143
4209	22052	4138
4210	22058	4132
4211	22063	4127
4212	22068	4122
4213	22074	4117
4214	22079	4112
4215	22084	4106
4216	22090	4101
4217	22095	4096
4218	22100	4091
4219	22105	4085
4220	22111	4080
4221	22116	4075
4222	22121	4070
4223	22126	4064
4224	22132	4059
4225	22137	4054
4226	22142	4049
4227	22147	4044
4228	22154	4038
4229	22159	4033
4230	22166	4028
4231	22171	4023
4232	22176	4018
4233	22182	4013
4234	22187	4007
4235	22192	4002
4236	22197	3997
4237	22202	3992
4238	22207	3986
4239	22213	3981
4240	22218	3976
4241	22223	3971
4242	22228	3965
4243	22233	3960
4244	22238	3955
4245	22244	3950
4246	22249	3944
4247	22254	3939
4248	22260	3934
4249	22266	3929
4250	22271	3924
4251	22277	3919
4252	22282	3913
4253	22288	3908
4254	22293	3903
4255	22299	3898
4256	22304	3892
4257	22309	3887
4258	22315	3882
4259	22320	3877
4260	22325	3872
4261	22330	3866
4262	22336	3861
4263	22341	3856
4264	22346	3851
4265	22352	3845
4266	22358	3840
4267	22364	3835
4268	22369	3830
4269	22375	3825
4270	22380	3820
4271	22385	3814
4272	22391	3809
4273	22397	3804
4274	22402	3799
4275	22407	3794
4276	22413	3788
4277	22418	3783
4278	22423	3778
4279	22429	3773
4280	22435	3768
4281	22440	3762
4282	22446	3757
4283	22452	3752
4284	22458	3747
4285	22464	3742
4286	22472	3737
4287	22478	3732
4288	22485	3727
4289	22491	3722
4290	22496	3717
4291	22502	3712
4292	22508	3706
4293	22513	3701
4294	22518	3696
4295	22524	3691
4296	22529	3685
4297	22534	3680
4298	22540	3675
4299	22545	3670
4300	22551	3665
4301	22557	3660
4302	22564	3655
4303	22571	3650
4304	22577	3644
4305	22586	3640
4306	22593	3635
4307	22601	3630
4308	22606	3625
4309	22612	3620
4310	22619	3615
4311	22624	3609
4312	22630	3604
4313	22636	3599
4314	22641	3594
4315	22647	3589
4316	22653	3584
4317	22659	3578
4318	22665	3573
4319	22671	3568
4320	22677	3563
4321	22683	3558
4322	22688	3553
4323	22694	3547
4324	22701	3543
4325	22707	3537
4326	22714	3532
4327	22721	3527
4328	22726	3522
4329	22732	3517
4330	22738	3512
4331	22744	3507
4332	22751	3502
4333	22757	3497
4334	22763	3491
4335	22768	3486
4336	22774	3481
4337	22779	3476
4338	22785	3471
4339	22791	3465
4340	22796	3460
4341	22802	3455
4342	22808	3450
4343	22813	3445
4344	22819	3439
4345	22825	3434
4346	22830	3429
4347	22836	3424
4348	22841	3419
4349	22847	3414
4350	22853	3408
4351	22858	3403
4352	22864	3398
4353	22870	3393
4354	22875	3388
4355	22881	3382
4356	22886	3377
4357	22892	3372
4358	22897	3367
4359	22903	3361
4360	22908	3356
4361	22914	3351
4362	22919	3346
4363	22925	3341
4364	22930	3335
4365	22937	3330
4366	22944	3325
4367	22951	3320
4368	22957	3315
4369	22962	3310
4370	22968	3305
4371	22974	3300
4372	22979	3294
4373	22985	3289
4374	22991	3284
4375	22996	3279
4376	23002	3274
4377	23007	3268
4378	23013	3263
4379	23020	3258
4380	23025	3253
4381	23031	3248
4382	23037	3242
4383	23042	3237
4384	23048	3232
4385	23055	3227
4386	23060	3222
4387	23066	3217
4388	23072	3211
4389	23077	3206
4390	23083	3201
4391	23088	3196
4392	23094	3191
4393	23100	3185
4394	23105	3180
4395	23111	3175
4396	23117	3170
4397	23122	3165
4398	23128	3159
4399	23134	3154
4400	23139	3149
4401	23146	3144
4402	23152	3139
4403	23157	3133
4404	23163	3128
4405	23168	3123
4406	23175	3118
4407	23181	3113
4408	23186	3108
4409	23192	3102
4410	23197	3097
4411	23203	3092
4412	23209	3087
4413	23215	3082
4414	23221	3076
4415	23226	3071
4416	23233	3066
4417	23238	3061
4418	23245	3056
4419	23251	3051
4420	23257	3045
4421	23263	3040
4422	23269	3035
4423	23275	3030
4424	23280	3025
4425	23286	3020
4426	23293	3014
4427	23299	3009
4428	23305	3004
4429	23312	2999
4430	23318	2994
4431	23325	2989
4432	23330	2984
4433	23336	2978
4434	23343	2973
4435	23349	2968
4436	23356	2963
4437	23362	2958
4438	23368	2953
4439	23374	2948
4440	23379	2942
4441	23385	2937
4442	23391	2932
4443	23397	2927
4444	23404	2922
4445	23411	2917
4446	23417	2912
4447	23423	2906
4448	23428	2901
4449	23434	2896
4450	23441	2891
4451	23447	2886
4452	23453	2881
4453	23459	2875
4454	23465	2870
4455	23471	2865
4456	23476	2860
4457	23481	2854
4458	23487	2849
4459	23493	2844
4460	23499	2839
4461	23504	2834
4462	23526	2830
4463	23532	2825
4464	23537	2820
4465	23544	2815
4466	23551	2810
4467	23557	2804
4468	23563	2799
4469	23569	2794
4470	23574	2789
4471	23580	2784
4472	23586	2778
4473	23591	2773
4474	23596	2768
4475	23601	2763
4476	23606	2757
4477	23611	2752
4478	23617	2747
4479	23622	2741
4480	23628	2736
4481	23633	2731
4482	23639	2726
4483	23645	2721
4484	23650	2715
4485	23656	2710
4486	23661	2705
4487	23667	2700
4488	23672	2694
4489	23678	2689
4490	23683	2684
4491	23688	2678
4492	23693	2673
4493	23698	2668
4494	23703	2663
4495	23709	2657
4496	23714	2652
4497	23720	2647
4498	23725	2642
4499	23731	2636
4500	23737	2631
4501	23744	2626
4502	23750	2621
4503	23757	2616
4504	23762	2610
4505	23767	2605
4506	23772	2600
4507	23777	2595
4508	23782	2589
4509	23787	2584
4510	23792	2579
4511	23797	2573
4512	23802	2568
4513	23807	2563
4514	23813	2557
4515	23818	2552
4516	23823	2547
4517	23828	2542
4518	23833	2536
4519	23839	2531
4520	23844	2526
4521	23848	2520
4522	23853	2515
4523	23859	2510
4524	23864	2505
4525	23870	2499
4526	23876	2494
4527	23881	2489
4528	23886	2484
4529	23891	2478
4530	23896	2473
4531	23902	2468
4532	23907	2463
4533	23912	2457
4534	23917	2452
4535	23922	2447
4536	23927	2441
4537	23932	2436
4538	23937	2431
4539	23955	2427
4540	23960	2421
4541	23966	2416
4542	23972	2411
4543	23977	2406
4544	23983	2400
4545	23988	2395
4546	23993	2390
4547	23998	2385
4548	24004	2379
4549	24009	2374
4550	24014	2369
4551	24020	2364
4552	24025	2358
4553	24030	2353
4554	24035	2348
4555	24040	2342
4556	24045	2337
4557	24051	2332
4558	24056	2327
4559	24061	2321
4560	24066	2316
4561	24072	2311
4562	24077	2305
4563	24083	2300
4564	24088	2295
4565	24093	2290
4566	24099	2284
4567	24104	2279
4568	24109	2274
4569	24114	2268
4570	24119	2263
4571	24124	2258
4572	24129	2253
4573	24135	2247
4574	24140	2242
4575	24146	2237
4576	24152	2232
4577	24157	2226
4578	24162	2221
4579	24167	2216
4580	24172	2210
4581	24177	2205
4582	24183	2200
4583	24188	2195
4584	24193	2189
4585	24199	2184
4586	24204	2179
4587	24209	2174
4588	24215	2168
4589	24220	2163
4590	24226	2158
4591	24232	2153
4592	24238	2147
4593	24244	2142
4594	24249	2137
4595	24255	2132
4596	24261	2126
4597	24266	2121
4598	24272	2116
4599	24278	2111
4600	24283	2105
4601	24288	2100
4602	24294	2095
4603	24299	2090
4604	24304	2084
4605	24310	2079
4606	24315	2074
4607	24321	2069
4608	24327	2063
4609	24333	2058
4610	24339	2053
4611	24345	2048
4612	24351	2042
4613	24357	2037
4614	24363	2032
4615	24368	2027
4616	24374	2022
4617	24380	2016
4618	24386	2011
4619	24391	2006
4620	24397	2000
4621	24403	1995
4622	24408	1990
4623	24414	1985
4624	24420	1980
4625	24425	1974
4626	24431	1969
4627	24436	1964
4628	24442	1958
4629	24448	1953
4630	24454	1948
4631	24459	1943
4632	24465	1938
4633	24471	1932
4634	24477	1927
4635	24483	1922
4636	24488	1917
4637	24493	1911
4638	24499	1906
4639	24504	1901
4640	24509	1895
4641	24515	1890
4642	24520	1885
4643	24525	1880
4644	24531	1874
4645	24536	1869
4646	24542	1864
4647	24548	1859
4648	24554	1853
4649	24561	1848
4650	24569	1843
4651	24575	1838
4652	24582	1833
4653	24588	1828
4654	24594	1822
4655	24600	1817
4656	24606	1812
4657	24612	1807
4658	24618	1801
4659	24624	1796
4660	24630	1791
4661	24635	1786
4662	24641	1780
4663	24647	1775
4664	24653	1770
4665	24658	1765
4666	24664	1759
4667	24670	1754
4668	24677	1749
4669	24682	1744
4670	24689	1738
4671	24695	1733
4672	24701	1728
4673	24707	1723
4674	24714	1718
4675	24720	1712
4676	24725	1707
4677	24731	1702
4678	24737	1697
4679	24745	1692
4680	24755	1687
4681	24762	1681
4682	24768	1676
4683	24773	1671
4684	24779	1666
4685	24785	1660
4686	24792	1655
4687	24798	1650
4688	24804	1645
4689	24810	1639
4690	24816	1634
4691	24822	1629
4692	24828	1624
4693	24834	1618
4694	24839	1613
4695	24845	1608
4696	24850	1603
4697	24855	1597
4698	24861	1592
4699	24867	1587
4700	24873	1582
4701	24878	1576
4702	24884	1571
4703	24890	1566
4704	24896	1561
4705	24903	1555
4706	24910	1550
4707	24915	1545
4708	24922	1540
4709	24937	1535
4710	24942	1530
4711	24947	1524
4712	24954	1519
4713	24960	1514
4714	24968	1509
4715	24974	1503
4716	24980	1498
4717	24987	1493
4718	24992	1488
4719	24998	1482
4720	25004	1477
4721	25009	1472
4722	25015	1467
4723	25021	1461
4724	25026	1456
4725	25033	1451
4726	25038	1446
4727	25044	1440
4728	25051	1435
4729	25057	1430
4730	25064	1425
4731	25070	1419
4732	25076	1414
4733	25081	1409
4734	25087	1404
4735	25092	1398
4736	25098	1393
4737	25103	1388
4738	25109	1382
4739	25115	1377
4740	25121	1372
4741	25127	1367
4742	25133	1361
4743	25138	1356
4744	25144	1351
4745	25151	1346
4746	25157	1340
4747	25165	1335
4748	25171	1330
4749	25178	1325
4750	25184	1319
4751	25190	1314
4752	25196	1309
4753	25202	1304
4754	25207	1298
4755	25214	1293
4756	25221	1288
4757	25228	1283
4758	25234	1277
4759	25239	1272
4760	25244	1267
4761	25250	1262
4762	25256	1256
4763	25261	1251
4764	25268	1246
4765	25274	1240
4766	25279	1235
4767	25285	1230
4768	25291	1225
4769	25297	1219
4770	25302	1214
4771	25308	1209
4772	25313	1203
4773	25319	1198
4774	25324	1193
4775	25329	1188
4776	25336	1182
4777	25342	1177
4778	25348	1172
4779	25354	1166
4780	25359	1161
4781	25365	1156
4782	25370	1151
4783	25375	1145
4784	25380	1140
4785	25386	1135
4786	25392	1129
4787	25397	1124
4788	25402	1119
4789	25408	1113
