iter	Passed	Remaining
1682	8791	17327
1683	8796	17321
1684	8801	17316
1685	8806	17310
1686	8811	17305
1687	8817	17300
1688	8822	17294
1689	8827	17288
1690	8832	17282
1691	8837	17277
1692	8842	17271
1693	8847	17266
1694	8852	17261
1695	8857	17255
1696	8864	17252
1697	8869	17247
1698	8874	17242
1699	8880	17238
1700	8886	17234
1701	8891	17229
1702	8897	17225
1703	8902	17219
1704	8908	17215
1705	8913	17210
1706	8918	17204
1707	8924	17200
1708	8929	17195
1709	8934	17190
1710	8940	17186
1711	8945	17181
1712	8951	17175
1713	8956	17171
1714	8962	17166
1715	8967	17160
1716	8972	17156
1717	8978	17151
1718	8983	17146
1719	8989	17142
1720	8994	17137
1721	9000	17132
1722	9006	17129
1723	9011	17124
1724	9016	17119
1725	9022	17115
1726	9028	17110
1727	9033	17104
1728	9039	17100
1729	9044	17095
1730	9049	17090
1731	9055	17087
1732	9061	17081
1733	9066	17077
1734	9072	17073
1735	9078	17068
1736	9083	17063
1737	9089	17059
1738	9094	17054
1739	9100	17050
1740	9106	17046
1741	9111	17040
1742	9116	17035
1743	9122	17030
1744	9127	17025
1745	9132	17020
1746	9137	17015
1747	9142	17009
1748	9148	17004
1749	9153	16998
1750	9158	16992
1751	9162	16986
1752	9168	16982
1753	9173	16976
1754	9178	16971
1755	9183	16965
1756	9188	16960
1757	9193	16954
1758	9199	16949
1759	9204	16944
1760	9209	16938
1761	9214	16932
1762	9219	16928
1763	9224	16922
1764	9230	16917
1765	9235	16912
1766	9240	16906
1767	9245	16901
1768	9250	16895
1769	9255	16889
1770	9260	16884
1771	9265	16879
1772	9271	16874
1773	9276	16869
1774	9282	16865
1775	9288	16861
1776	9294	16857
1777	9299	16851
1778	9304	16846
1779	9309	16841
1780	9314	16835
1781	9319	16830
1782	9325	16825
1783	9330	16819
1784	9335	16814
1785	9340	16809
1786	9345	16803
1787	9351	16798
1788	9356	16793
1789	9362	16788
1790	9367	16783
1791	9372	16778
1792	9378	16774
1793	9383	16768
1794	9388	16763
1795	9393	16757
1796	9398	16752
1797	9403	16746
1798	9409	16741
1799	9414	16736
1800	9419	16730
1801	9424	16725
1802	9429	16720
1803	9435	16715
1804	9440	16710
1805	9446	16705
1806	9451	16700
1807	9456	16695
1808	9461	16689
1809	9466	16683
1810	9471	16679
1811	9477	16674
1812	9482	16669
1813	9488	16664
1814	9493	16659
1815	9499	16654
1816	9504	16649
1817	9509	16644
1818	9514	16638
1819	9519	16633
1820	9524	16627
1821	9529	16621
1822	9534	16615
1823	9539	16610
1824	9544	16604
1825	9549	16599
1826	9554	16594
1827	9559	16588
1828	9564	16583
1829	9569	16577
1830	9575	16571
1831	9580	16566
1832	9585	16560
1833	9590	16555
1834	9595	16549
1835	9600	16544
1836	9605	16538
1837	9610	16532
1838	9615	16527
1839	9620	16521
1840	9625	16516
1841	9630	16510
1842	9635	16505
1843	9640	16499
1844	9645	16494
1845	9650	16488
1846	9655	16483
1847	9660	16478
1848	9666	16473
1849	9671	16468
1850	9677	16463
1851	9683	16460
1852	9689	16455
1853	9695	16451
1854	9700	16446
1855	9705	16440
1856	9710	16434
1857	9715	16429
1858	9720	16423
1859	9725	16418
1860	9730	16412
1861	9735	16407
1862	9740	16402
1863	9746	16396
1864	9751	16391
1865	9756	16385
1866	9761	16380
1867	9766	16374
1868	9771	16369
1869	9776	16364
1870	9782	16359
1871	9787	16354
1872	9792	16348
1873	9797	16342
1874	9802	16337
1875	9807	16331
1876	9812	16326
1877	9817	16320
1878	9822	16315
1879	9827	16309
1880	9832	16304
1881	9837	16298
1882	9842	16292
1883	9848	16288
1884	9853	16282
1885	9858	16276
1886	9863	16271
1887	9868	16266
1888	9873	16260
1889	9878	16255
1890	9884	16251
1891	9890	16247
1892	9895	16241
1893	9900	16236
1894	9905	16230
1895	9910	16225
1896	9915	16219
1897	9920	16213
1898	9925	16208
1899	9930	16203
1900	9935	16197
1901	9941	16192
1902	9946	16186
1903	9951	16181
1904	9956	16176
1905	9962	16171
1906	9967	16166
1907	9972	16160
1908	9977	16155
1909	9982	16149
1910	9987	16144
1911	9992	16138
1912	9997	16132
1913	10002	16127
1914	10007	16122
1915	10012	16116
1916	10017	16111
1917	10022	16105
1918	10027	16100
1919	10032	16094
1920	10037	16088
1921	10043	16083
1922	10048	16078
1923	10053	16073
1924	10058	16067
1925	10063	16062
1926	10069	16057
1927	10074	16052
1928	10080	16047
1929	10085	16043
1930	10091	16039
1931	10097	16034
1932	10103	16030
1933	10108	16025
1934	10113	16019
1935	10119	16014
1936	10124	16010
1937	10129	16005
1938	10135	16000
1939	10140	15995
1940	10146	15990
1941	10151	15984
1942	10156	15979
1943	10161	15974
1944	10167	15969
1945	10172	15963
1946	10177	15958
1947	10182	15953
1948	10187	15948
1949	10193	15943
1950	10198	15938
1951	10203	15932
1952	10209	15927
1953	10214	15922
1954	10219	15917
1955	10224	15912
1956	10230	15907
1957	10235	15902
1958	10241	15897
1959	10246	15892
1960	10251	15886
1961	10257	15882
1962	10262	15877
1963	10267	15872
1964	10273	15867
1965	10278	15862
1966	10284	15857
1967	10289	15852
1968	10294	15847
1969	10300	15843
1970	10305	15838
1971	10311	15833
1972	10316	15828
1973	10322	15822
1974	10327	15817
1975	10332	15812
1976	10337	15807
1977	10343	15802
1978	10348	15796
1979	10353	15791
1980	10358	15786
1981	10364	15781
1982	10369	15775
1983	10374	15770
1984	10380	15766
1985	10385	15760
1986	10390	15755
1987	10395	15750
1988	10400	15744
1989	10405	15739
1990	10410	15733
1991	10416	15728
1992	10421	15723
1993	10426	15718
1994	10431	15713
1995	10437	15707
1996	10442	15702
1997	10447	15697
1998	10452	15691
1999	10458	15687
2000	10463	15682
2001	10468	15677
2002	10474	15672
2003	10479	15666
2004	10485	15662
2005	10490	15657
2006	10496	15652
2007	10501	15647
2008	10506	15642
2009	10511	15637
2010	10517	15631
2011	10522	15626
2012	10527	15620
2013	10532	15615
2014	10537	15610
2015	10542	15604
2016	10547	15598
2017	10552	15593
2018	10557	15588
2019	10563	15583
2020	10568	15577
2021	10573	15572
2022	10578	15566
2023	10583	15561
2024	10588	15556
2025	10593	15550
2026	10598	15545
2027	10604	15540
2028	10609	15535
2029	10614	15529
2030	10619	15524
2031	10624	15519
2032	10630	15513
2033	10635	15509
2034	10641	15504
2035	10646	15499
2036	10652	15495
2037	10657	15490
2038	10663	15484
2039	10668	15479
2040	10673	15474
2041	10678	15468
2042	10684	15464
2043	10689	15459
2044	10694	15453
2045	10700	15449
2046	10705	15444
2047	10711	15439
2048	10716	15434
2049	10721	15428
2050	10726	15423
2051	10731	15417
2052	10736	15412
2053	10741	15406
2054	10747	15401
2055	10752	15396
2056	10757	15391
2057	10762	15385
2058	10767	15379
2059	10772	15374
2060	10777	15369
2061	10782	15363
2062	10787	15358
2063	10793	15353
2064	10799	15349
2065	10804	15343
2066	10809	15337
2067	10814	15332
2068	10819	15327
2069	10824	15321
2070	10829	15316
2071	10834	15310
2072	10839	15305
2073	10844	15299
2074	10849	15294
2075	10855	15289
2076	10860	15284
2077	10867	15281
2078	10872	15276
2079	10878	15271
2080	10883	15266
2081	10889	15261
2082	10896	15258
2083	10901	15253
2084	10907	15249
2085	10913	15244
2086	10918	15240
2087	10924	15236
2088	10931	15232
2089	10937	15229
2090	10943	15224
2091	10949	15220
2092	10955	15216
2093	10961	15212
2094	10968	15208
2095	10974	15205
2096	10980	15200
2097	10985	15195
2098	10991	15191
2099	10997	15186
2100	11002	15181
2101	11009	15178
2102	11015	15174
2103	11021	15170
2104	11028	15167
2105	11034	15162
2106	11039	15157
2107	11045	15152
2108	11050	15147
2109	11055	15142
2110	11061	15137
2111	11066	15132
2112	11072	15127
2113	11077	15122
2114	11082	15117
2115	11088	15112
2116	11094	15108
2117	11099	15103
2118	11106	15100
2119	11120	15106
2120	11128	15104
2121	11135	15102
2122	11140	15097
2123	11147	15093
2124	11153	15089
2125	11159	15085
2126	11164	15080
2127	11169	15074
2128	11174	15069
2129	11180	15064
2130	11185	15059
2131	11191	15054
2132	11196	15049
2133	11201	15044
2134	11206	15038
2135	11212	15033
2136	11217	15028
2137	11222	15022
2138	11227	15016
2139	11232	15011
2140	11237	15006
2141	11242	15001
2142	11248	14995
2143	11253	14990
2144	11258	14985
2145	11263	14980
2146	11268	14974
2147	11274	14969
2148	11279	14963
2149	11284	14958
2150	11289	14953
2151	11295	14948
2152	11300	14943
2153	11306	14938
2154	11311	14933
2155	11317	14929
2156	11322	14924
2157	11328	14918
2158	11333	14913
2159	11338	14908
2160	11343	14902
2161	11348	14897
2162	11353	14891
2163	11358	14886
2164	11364	14881
2165	11369	14875
2166	11374	14870
2167	11379	14864
2168	11384	14858
2169	11389	14853
2170	11394	14848
2171	11399	14842
2172	11405	14837
2173	11410	14832
2174	11415	14826
2175	11420	14821
2176	11425	14815
2177	11430	14810
2178	11435	14804
2179	11440	14798
2180	11445	14793
2181	11451	14788
2182	11456	14783
2183	11461	14778
2184	11466	14772
2185	11471	14767
2186	11476	14761
2187	11481	14756
2188	11486	14750
2189	11492	14745
2190	11497	14740
2191	11502	14734
2192	11507	14729
2193	11513	14724
2194	11518	14719
2195	11524	14715
2196	11530	14710
2197	11535	14705
2198	11540	14700
2199	11546	14695
2200	11551	14689
2201	11556	14684
2202	11562	14679
2203	11567	14674
2204	11572	14669
2205	11577	14663
2206	11583	14658
2207	11588	14653
2208	11593	14647
2209	11598	14642
2210	11604	14637
2211	11609	14632
2212	11615	14628
2213	11621	14623
2214	11626	14618
2215	11631	14613
2216	11637	14607
2217	11642	14602
2218	11647	14596
2219	11652	14591
2220	11657	14586
2221	11662	14580
2222	11667	14575
2223	11672	14569
2224	11677	14564
2225	11682	14558
2226	11687	14553
2227	11693	14548
2228	11698	14542
2229	11703	14537
2230	11709	14532
2231	11714	14528
2232	11721	14524
2233	11726	14519
2234	11731	14513
2235	11737	14508
2236	11742	14503
2237	11747	14497
2238	11752	14492
2239	11757	14487
2240	11762	14481
2241	11767	14475
2242	11772	14470
2243	11777	14464
2244	11782	14459
2245	11787	14453
2246	11792	14447
2247	11797	14442
2248	11802	14437
2249	11807	14431
2250	11812	14426
2251	11818	14420
2252	11822	14415
2253	11827	14409
2254	11833	14404
2255	11838	14398
2256	11843	14393
2257	11848	14387
2258	11853	14382
2259	11858	14376
2260	11863	14371
2261	11868	14366
2262	11873	14361
2263	11879	14355
2264	11884	14350
2265	11889	14344
2266	11894	14339
2267	11900	14334
2268	11905	14330
2269	11911	14325
2270	11917	14321
2271	11922	14315
2272	11928	14311
2273	11933	14305
2274	11938	14300
2275	11943	14295
2276	11948	14289
2277	11954	14284
2278	11959	14278
2279	11964	14273
2280	11969	14267
2281	11974	14262
2282	11979	14257
2283	11984	14251
2284	11990	14246
2285	11995	14241
2286	12000	14236
2287	12005	14230
2288	12010	14225
2289	12016	14220
2290	12021	14214
2291	12026	14209
2292	12031	14204
2293	12037	14198
2294	12042	14193
2295	12047	14188
2296	12052	14182
2297	12057	14177
2298	12062	14172
2299	12068	14166
2300	12073	14161
2301	12078	14155
2302	12083	14150
2303	12088	14145
2304	12094	14140
2305	12100	14136
2306	12105	14131
2307	12112	14127
2308	12117	14122
2309	12123	14117
2310	12128	14111
2311	12133	14106
2312	12138	14101
2313	12143	14095
2314	12148	14089
2315	12153	14084
2316	12158	14078
2317	12163	14073
2318	12168	14067
2319	12173	14062
2320	12179	14057
2321	12184	14052
2322	12189	14046
2323	12194	14041
2324	12199	14035
2325	12204	14030
2326	12209	14025
2327	12214	14019
2328	12219	14014
2329	12224	14008
2330	12229	14003
2331	12234	13997
2332	12240	13992
2333	12245	13986
2334	12250	13981
2335	12255	13975
2336	12260	13970
2337	12265	13964
2338	12270	13959
2339	12275	13954
2340	12280	13948
2341	12285	13943
2342	12290	13937
2343	12295	13932
2344	12301	13927
2345	12307	13923
2346	12312	13917
2347	12318	13912
2348	12323	13907
2349	12328	13902
2350	12333	13896
2351	12338	13891
2352	12343	13885
2353	12348	13880
2354	12353	13875
2355	12359	13869
2356	12364	13864
2357	12369	13858
2358	12374	13853
2359	12379	13847
2360	12384	13842
2361	12389	13836
2362	12394	13831
2363	12399	13825
2364	12404	13820
2365	12409	13814
2366	12414	13809
2367	12419	13804
2368	12424	13798
2369	12429	13793
2370	12434	13787
2371	12439	13782
2372	12444	13776
2373	12449	13771
2374	12454	13765
2375	12459	13760
2376	12464	13754
2377	12469	13749
2378	12474	13743
2379	12479	13738
2380	12485	13733
2381	12490	13727
2382	12495	13722
2383	12500	13717
2384	12506	13712
2385	12511	13707
2386	12517	13702
2387	12523	13698
2388	12529	13693
2389	12534	13688
2390	12539	13683
2391	12545	13678
2392	12550	13673
2393	12555	13667
2394	12560	13662
2395	12566	13657
2396	12571	13652
2397	12577	13647
2398	12583	13642
2399	12588	13637
2400	12594	13632
2401	12599	13627
2402	12604	13622
2403	12610	13617
2404	12615	13611
2405	12620	13606
2406	12625	13601
2407	12630	13595
2408	12635	13590
2409	12640	13585
2410	12646	13579
2411	12651	13574
2412	12656	13568
2413	12661	13563
2414	12666	13558
2415	12671	13552
2416	12676	13547
2417	12681	13541
2418	12687	13536
2419	12692	13531
2420	12697	13526
2421	12703	13521
2422	12709	13517
2423	12714	13511
2424	12720	13507
2425	12725	13502
2426	12731	13496
2427	12736	13491
2428	12741	13486
2429	12746	13481
2430	12751	13475
2431	12756	13470
2432	12762	13464
2433	12767	13459
2434	12772	13454
2435	12777	13448
2436	12782	13443
2437	12788	13438
2438	12793	13433
2439	12798	13428
2440	12803	13422
2441	12809	13417
2442	12814	13412
2443	12819	13406
2444	12824	13401
2445	12829	13396
2446	12834	13390
2447	12839	13385
2448	12845	13380
2449	12850	13374
2450	12855	13369
2451	12860	13364
2452	12865	13358
2453	12870	13353
2454	12876	13348
2455	12881	13342
2456	12886	13337
2457	12891	13332
2458	12896	13326
2459	12902	13321
2460	12907	13316
2461	12912	13311
2462	12918	13306
2463	12924	13301
2464	12929	13297
2465	12935	13292
2466	12940	13286
2467	12945	13281
2468	12950	13275
2469	12955	13270
2470	12961	13265
2471	12966	13259
2472	12971	13254
2473	12976	13249
2474	12981	13243
2475	12986	13238
2476	12991	13232
2477	12996	13227
2478	13001	13222
2479	13006	13216
2480	13012	13211
2481	13017	13206
2482	13022	13200
2483	13027	13195
2484	13032	13189
2485	13037	13184
2486	13042	13179
2487	13048	13174
2488	13053	13168
2489	13058	13163
2490	13063	13158
2491	13068	13152
2492	13073	13147
2493	13078	13141
2494	13083	13136
2495	13088	13130
2496	13093	13125
2497	13098	13119
2498	13104	13115
2499	13109	13109
2500	13115	13104
2501	13120	13099
2502	13125	13094
2503	13130	13089
2504	13138	13086
2505	13144	13081
2506	13149	13076
2507	13155	13071
2508	13160	13065
2509	13165	13060
2510	13170	13055
2511	13175	13049
2512	13181	13044
2513	13186	13039
2514	13191	13034
2515	13196	13028
2516	13201	13022
2517	13206	13017
2518	13211	13012
2519	13216	13006
2520	13221	13001
2521	13226	12995
2522	13231	12990
2523	13237	12985
2524	13242	12979
2525	13247	12974
2526	13252	12968
2527	13257	12963
2528	13262	12958
2529	13267	12952
2530	13272	12947
2531	13277	12941
2532	13282	12936
2533	13287	12931
2534	13292	12925
2535	13297	12920
2536	13303	12915
2537	13308	12910
2538	13314	12905
2539	13320	12900
2540	13325	12895
2541	13330	12890
2542	13336	12885
2543	13341	12879
2544	13346	12874
2545	13351	12868
2546	13356	12863
2547	13361	12857
2548	13366	12852
2549	13371	12847
2550	13376	12841
2551	13381	12836
2552	13386	12830
2553	13391	12825
2554	13396	12819
2555	13401	12814
2556	13406	12808
2557	13411	12803
2558	13416	12798
2559	13421	12792
2560	13427	12787
2561	13432	12782
2562	13437	12776
2563	13442	12771
2564	13447	12765
2565	13452	12760
2566	13457	12755
2567	13462	12749
2568	13467	12744
2569	13472	12738
2570	13477	12733
2571	13482	12727
2572	13487	12722
2573	13493	12717
2574	13498	12711
2575	13503	12706
2576	13509	12702
2577	13515	12697
2578	13521	12692
2579	13526	12687
2580	13531	12682
2581	13537	12677
2582	13543	12672
2583	13548	12667
2584	13553	12662
2585	13559	12657
2586	13564	12652
2587	13569	12647
2588	13575	12641
2589	13580	12636
2590	13585	12630
2591	13590	12625
2592	13595	12620
2593	13600	12614
2594	13605	12609
2595	13610	12603
2596	13615	12598
2597	13620	12592
2598	13625	12587
2599	13631	12582
2600	13636	12577
2601	13641	12571
2602	13646	12566
2603	13651	12561
2604	13656	12555
2605	13661	12550
2606	13666	12544
2607	13671	12539
2608	13676	12534
2609	13681	12528
2610	13686	12523
2611	13691	12517
2612	13696	12512
2613	13701	12506
2614	13708	12502
2615	13714	12497
2616	13719	12493
2617	13725	12488
2618	13730	12482
2619	13736	12477
2620	13740	12472
2621	13746	12466
2622	13751	12461
2623	13756	12456
2624	13761	12450
2625	13766	12445
2626	13772	12440
2627	13777	12435
2628	13782	12429
2629	13787	12424
2630	13793	12419
2631	13798	12414
2632	13803	12408
2633	13808	12403
2634	13813	12397
2635	13818	12392
2636	13823	12387
2637	13828	12382
2638	13833	12376
2639	13838	12371
2640	13844	12365
2641	13849	12360
2642	13854	12354
2643	13859	12349
2644	13864	12344
2645	13869	12338
2646	13874	12333
2647	13879	12327
2648	13884	12322
2649	13889	12316
2650	13893	12311
2651	13898	12305
2652	13904	12300
2653	13909	12295
2654	13915	12290
2655	13921	12286
2656	13926	12280
2657	13932	12275
2658	13937	12270
2659	13942	12265
2660	13947	12259
2661	13952	12254
2662	13957	12248
2663	13962	12243
2664	13967	12237
2665	13972	12232
2666	13977	12226
2667	13982	12221
2668	13987	12215
2669	13992	12210
2670	13997	12204
2671	14001	12199
2672	14007	12193
2673	14012	12188
2674	14017	12183
2675	14022	12177
2676	14027	12172
2677	14032	12167
2678	14037	12161
2679	14042	12156
2680	14047	12151
2681	14052	12145
2682	14057	12140
2683	14062	12134
2684	14067	12129
2685	14072	12123
2686	14077	12118
2687	14082	12112
2688	14087	12107
2689	14092	12101
2690	14098	12096
2691	14103	12091
2692	14109	12086
2693	14114	12082
2694	14120	12076
2695	14126	12072
2696	14131	12067
2697	14136	12061
2698	14141	12056
2699	14146	12050
2700	14151	12045
2701	14156	12039
2702	14161	12034
2703	14166	12028
2704	14171	12023
2705	14176	12018
2706	14181	12012
2707	14187	12007
2708	14192	12002
2709	14197	11997
2710	14202	11991
2711	14207	11986
2712	14212	11980
2713	14217	11975
2714	14222	11969
2715	14227	11964
2716	14232	11958
2717	14237	11953
2718	14242	11947
2719	14247	11942
2720	14252	11937
2721	14257	11931
2722	14262	11926
2723	14267	11920
2724	14272	11915
2725	14277	11910
2726	14282	11904
2727	14287	11899
2728	14292	11894
2729	14298	11888
2730	14303	11883
2731	14308	11878
2732	14314	11873
2733	14319	11868
2734	14325	11863
2735	14330	11858
2736	14335	11852
2737	14340	11847
2738	14345	11842
2739	14350	11836
2740	14355	11831
2741	14361	11826
2742	14366	11821
2743	14371	11815
2744	14376	11810
2745	14381	11804
2746	14386	11799
2747	14391	11794
2748	14396	11788
2749	14401	11783
2750	14406	11777
2751	14411	11772
2752	14417	11767
2753	14422	11761
2754	14426	11756
2755	14432	11750
2756	14437	11745
2757	14442	11740
2758	14447	11734
2759	14452	11729
2760	14457	11724
2761	14462	11718
2762	14467	11713
2763	14472	11707
2764	14477	11702
2765	14482	11697
2766	14487	11691
2767	14492	11686
2768	14498	11681
2769	14503	11675
2770	14508	11670
2771	14514	11666
2772	14520	11661
2773	14526	11656
2774	14532	11652
2775	14537	11646
2776	14543	11642
2777	14548	11637
2778	14553	11631
2779	14559	11626
2780	14564	11621
2781	14569	11615
2782	14574	11610
2783	14579	11605
2784	14584	11599
2785	14589	11594
2786	14594	11588
2787	14599	11583
2788	14604	11578
2789	14609	11572
2790	14614	11567
2791	14620	11562
2792	14625	11556
2793	14630	11551
2794	14635	11546
2795	14640	11540
2796	14645	11535
2797	14650	11530
2798	14655	11524
2799	14661	11519
2800	14666	11514
2801	14671	11508
2802	14676	11503
2803	14681	11497
2804	14686	11492
2805	14691	11487
2806	14696	11481
2807	14701	11476
2808	14706	11470
2809	14711	11465
2810	14717	11460
2811	14723	11455
2812	14728	11451
2813	14733	11445
2814	14739	11440
2815	14744	11435
2816	14749	11430
2817	14754	11424
2818	14759	11419
2819	14764	11413
2820	14769	11408
2821	14774	11402
2822	14779	11397
2823	14784	11392
2824	14789	11386
2825	14794	11381
2826	14799	11376
2827	14804	11370
2828	14809	11365
2829	14815	11359
2830	14820	11354
2831	14825	11349
2832	14830	11343
2833	14835	11338
2834	14840	11333
2835	14845	11327
2836	14850	11322
2837	14855	11317
2838	14860	11311
2839	14866	11306
2840	14871	11301
2841	14876	11295
2842	14881	11290
2843	14886	11284
2844	14890	11279
2845	14895	11274
2846	14901	11268
2847	14906	11263
2848	14911	11258
2849	14916	11253
2850	14922	11248
2851	14928	11243
2852	14933	11238
2853	14938	11232
2854	14943	11227
2855	14949	11222
2856	14954	11217
2857	14959	11211
2858	14965	11206
2859	14970	11201
2860	14975	11196
2861	14980	11190
2862	14985	11185
2863	14990	11180
2864	14995	11174
2865	15001	11169
2866	15006	11164
2867	15011	11158
2868	15016	11153
2869	15021	11148
2870	15026	11142
2871	15031	11137
2872	15036	11132
2873	15041	11126
2874	15046	11121
2875	15051	11115
2876	15056	11110
2877	15061	11105
2878	15066	11099
2879	15071	11094
2880	15076	11089
2881	15081	11083
2882	15086	11078
2883	15092	11073
2884	15097	11067
2885	15102	11062
2886	15107	11056
2887	15112	11051
2888	15117	11046
2889	15123	11041
2890	15128	11036
2891	15134	11031
2892	15139	11025
2893	15144	11020
2894	15149	11015
2895	15154	11010
2896	15159	11004
2897	15164	10999
2898	15169	10994
2899	15175	10988
2900	15180	10983
2901	15185	10978
2902	15190	10972
2903	15195	10967
2904	15200	10962
2905	15205	10956
2906	15210	10951
2907	15215	10945
2908	15220	10940
2909	15225	10935
2910	15230	10929
2911	15235	10924
2912	15240	10918
2913	15245	10913
2914	15250	10908
2915	15256	10903
2916	15261	10897
2917	15266	10892
2918	15272	10887
2919	15277	10882
2920	15282	10877
2921	15287	10871
2922	15292	10866
2923	15297	10860
2924	15302	10855
2925	15307	10850
2926	15312	10844
2927	15318	10839
2928	15323	10834
2929	15329	10829
2930	15334	10824
2931	15339	10819
2932	15344	10814
2933	15350	10809
2934	15356	10804
2935	15361	10799
2936	15366	10793
2937	15371	10788
2938	15376	10783
2939	15381	10777
2940	15386	10772
2941	15391	10767
2942	15397	10761
2943	15402	10756
2944	15407	10751
2945	15412	10745
2946	15417	10740
2947	15422	10734
2948	15427	10729
2949	15432	10724
2950	15437	10718
2951	15442	10713
2952	15447	10708
2953	15452	10702
2954	15457	10697
2955	15462	10692
2956	15467	10686
2957	15472	10681
2958	15478	10676
2959	15483	10671
2960	15489	10666
2961	15494	10660
2962	15499	10655
2963	15504	10650
2964	15510	10645
2965	15515	10639
2966	15520	10634
2967	15526	10629
2968	15532	10624
2969	15537	10619
2970	15542	10614
2971	15547	10609
2972	15552	10604
2973	15557	10598
2974	15563	10593
2975	15567	10587
2976	15572	10582
2977	15577	10577
2978	15582	10571
2979	15587	10566
2980	15593	10561
2981	15598	10555
2982	15603	10550
2983	15608	10544
2984	15613	10539
2985	15618	10534
2986	15623	10528
2987	15628	10523
2988	15633	10518
2989	15638	10512
2990	15643	10507
2991	15648	10502
2992	15653	10496
2993	15658	10491
2994	15663	10486
2995	15668	10480
2996	15673	10475
2997	15678	10469
2998	15683	10464
2999	15689	10459
3000	15694	10454
3001	15699	10448
3002	15704	10443
3003	15709	10438
3004	15714	10432
3005	15719	10427
3006	15725	10422
3007	15730	10417
3008	15735	10411
3009	15740	10406
3010	15745	10401
3011	15750	10396
3012	15756	10391
3013	15761	10385
3014	15766	10380
3015	15771	10375
3016	15776	10369
3017	15782	10364
3018	15787	10359
3019	15792	10353
3020	15797	10348
3021	15802	10343
3022	15807	10337
3023	15812	10332
3024	15817	10327
3025	15822	10321
3026	15827	10316
3027	15832	10310
3028	15837	10305
3029	15842	10300
3030	15847	10294
3031	15852	10289
3032	15857	10284
3033	15862	10278
3034	15867	10273
3035	15872	10268
3036	15878	10262
3037	15883	10257
3038	15888	10252
3039	15893	10246
3040	15898	10241
3041	15903	10236
3042	15908	10230
3043	15912	10225
3044	15917	10219
3045	15923	10214
3046	15928	10209
3047	15935	10205
3048	15940	10199
3049	15945	10194
3050	15951	10189
3051	15956	10184
3052	15961	10179
3053	15966	10173
3054	15971	10168
3055	15976	10163
3056	15981	10157
3057	15986	10152
3058	15991	10147
3059	15996	10141
3060	16001	10136
3061	16006	10131
3062	16012	10125
3063	16017	10120
3064	16022	10115
3065	16027	10109
3066	16032	10104
3067	16037	10099
3068	16042	10093
3069	16047	10088
3070	16052	10083
3071	16057	10077
3072	16062	10072
3073	16067	10067
3074	16072	10061
3075	16077	10056
3076	16082	10050
3077	16087	10045
3078	16092	10040
3079	16097	10034
3080	16102	10029
3081	16107	10024
3082	16112	10018
3083	16117	10013
3084	16123	10008
3085	16129	10003
3086	16135	9998
3087	16140	9993
3088	16146	9988
3089	16151	9983
3090	16157	9978
3091	16162	9973
3092	16167	9968
3093	16172	9962
3094	16177	9957
3095	16182	9952
3096	16187	9946
3097	16193	9941
3098	16198	9936
3099	16203	9931
3100	16209	9926
3101	16214	9921
3102	16219	9915
3103	16225	9910
3104	16230	9905
3105	16235	9900
3106	16240	9894
3107	16245	9889
3108	16250	9884
3109	16256	9879
3110	16261	9873
3111	16266	9868
3112	16271	9863
3113	16276	9857
3114	16281	9852
3115	16286	9847
3116	16292	9842
3117	16297	9836
3118	16302	9831
3119	16307	9826
3120	16312	9820
3121	16317	9815
3122	16323	9810
3123	16329	9805
3124	16334	9800
3125	16340	9795
3126	16345	9790
3127	16350	9785
3128	16356	9780
3129	16361	9774
3130	16366	9769
3131	16371	9764
3132	16376	9758
3133	16381	9753
3134	16386	9748
3135	16391	9742
3136	16396	9737
3137	16401	9732
3138	16406	9726
3139	16411	9721
3140	16416	9716
3141	16421	9710
3142	16426	9705
3143	16431	9700
3144	16436	9694
3145	16441	9689
3146	16447	9684
3147	16452	9679
3148	16457	9674
3149	16463	9669
3150	16468	9663
3151	16474	9658
3152	16479	9653
3153	16484	9648
3154	16489	9642
3155	16494	9637
3156	16499	9632
3157	16504	9626
3158	16509	9621
3159	16514	9616
3160	16519	9610
3161	16525	9605
3162	16530	9600
3163	16536	9595
3164	16542	9590
3165	16547	9585
3166	16552	9580
3167	16557	9575
3168	16563	9569
3169	16568	9564
3170	16573	9559
3171	16578	9554
3172	16583	9548
3173	16588	9543
3174	16594	9538
3175	16599	9533
3176	16604	9527
3177	16609	9522
3178	16614	9517
3179	16619	9512
3180	16624	9506
3181	16629	9501
3182	16635	9496
3183	16640	9490
3184	16645	9485
3185	16650	9480
3186	16655	9475
3187	16661	9469
3188	16666	9464
3189	16671	9459
3190	16676	9453
3191	16681	9448
3192	16686	9443
3193	16691	9437
3194	16696	9432
3195	16701	9427
3196	16706	9421
3197	16711	9416
3198	16716	9411
3199	16721	9405
3200	16726	9400
3201	16732	9395
3202	16737	9390
3203	16743	9385
3204	16748	9380
3205	16754	9375
3206	16759	9370
3207	16764	9364
3208	16769	9359
3209	16774	9354
3210	16779	9348
3211	16784	9343
3212	16790	9338
3213	16795	9332
3214	16800	9327
3215	16805	9322
3216	16809	9316
3217	16814	9311
3218	16820	9306
3219	16825	9300
3220	16830	9295
3221	16835	9290
3222	16840	9285
3223	16845	9279
3224	16850	9274
3225	16855	9269
3226	16860	9263
3227	16865	9258
3228	16870	9253
3229	16875	9247
3230	16880	9242
3231	16885	9237
3232	16890	9231
3233	16895	9226
3234	16900	9221
3235	16905	9215
